* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_R.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_R.wav
* Measurement: captured_sweep_R
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
2183.349609 59.053 -39.7048
2183.715820 59.243 -39.0193
2184.082031 59.374 -38.9336
2184.448242 59.404 -39.0159
2184.814453 59.355 -38.7729
2185.180664 59.297 -37.9958
2185.546875 59.297 -36.9329
2185.913086 59.359 -36.0701
2186.279297 59.423 -35.6682
2186.645508 59.424 -35.5320
2187.011719 59.353 -35.1970
2187.377930 59.262 -34.3281
2187.744141 59.224 -33.0237
2188.110352 59.268 -31.7485
2188.476562 59.351 -30.8960
2188.842773 59.405 -30.4414
2189.208984 59.397 -30.0200
2189.575195 59.355 -29.2695
2189.941406 59.336 -28.1267
2190.307617 59.380 -26.8555
2190.673828 59.482 -25.7856
2191.040039 59.605 -25.0491
2191.406250 59.726 -24.5837
2191.772461 59.840 -24.3149
2192.138672 59.946 -24.2642
2192.504883 60.030 -24.4712
2192.871094 60.063 -24.8435
2193.237305 60.036 -25.1243
2193.603516 59.976 -25.0493
2193.969727 59.934 -24.5793
2194.335938 59.950 -23.9890
2194.702148 60.010 -23.6619
2195.068359 60.056 -23.7473
2195.434570 60.031 -24.0176
2195.800781 59.925 -24.0186
2196.166992 59.785 -23.3657
2196.533203 59.687 -22.0120
2196.899414 59.693 -20.3096
2197.265625 59.807 -18.7788
2197.631836 59.982 -17.7783
2197.998047 60.158 -17.3765
2198.364258 60.286 -17.4299
2198.730469 60.341 -17.6938
2199.096680 60.318 -17.8826
2199.462891 60.234 -17.7195
2199.829102 60.132 -17.0374
2200.195312 60.064 -15.9004
2200.561523 60.061 -14.6086
2200.927734 60.108 -13.4917
2201.293945 60.156 -12.6418
2201.660156 60.173 -11.8467
2202.026367 60.171 -10.7891
2202.392578 60.203 -9.3567
2202.758789 60.322 -7.8137
2203.125000 60.524 -6.6296
2203.491211 60.753 -6.0938
2203.857422 60.938 -6.1033
2204.223633 61.047 -6.2832
2204.589844 61.097 -6.2537
2204.956055 61.135 -5.8530
2205.322266 61.204 -5.1907
2205.688477 61.316 -4.5046
2206.054688 61.456 -3.9548
2206.420898 61.602 -3.5432
2206.787109 61.749 -3.1968
2207.153320 61.904 -2.8889
2207.519531 62.071 -2.6775
2207.885742 62.244 -2.6423
2208.251953 62.405 -2.8013
2208.618164 62.542 -3.0894
2208.984375 62.650 -3.4026
2209.350586 62.736 -3.6589
2209.716797 62.812 -3.8296
2210.083008 62.888 -3.9375
2210.449219 62.970 -4.0400
2210.815430 63.056 -4.2107
2211.181641 63.138 -4.5085
2211.547852 63.198 -4.9329
2211.914062 63.222 -5.3875
2212.280273 63.211 -5.7051
2212.646484 63.187 -5.7432
2213.012695 63.184 -5.5098
2213.378906 63.230 -5.2092
2213.745117 63.314 -5.1162
2214.111328 63.398 -5.3557
2214.477539 63.441 -5.7893
2214.843750 63.437 -6.1111
2215.209961 63.419 -6.0825
2215.576172 63.441 -5.7505
2215.942383 63.528 -5.4443
2216.308594 63.650 -5.4956
2216.674805 63.748 -5.9297
2217.041016 63.782 -6.4255
2217.407227 63.767 -6.5527
2217.773438 63.770 -6.1118
2218.139648 63.857 -5.3416
2218.505859 64.040 -4.7556
2218.872070 64.263 -4.7019
2219.238281 64.457 -5.0962
2219.604492 64.594 -5.5576
2219.970703 64.704 -5.7510
2220.336914 64.842 -5.6672
2220.703125 65.037 -5.6204
2221.069336 65.264 -5.9434
2221.435547 65.465 -6.6736
2221.801758 65.602 -7.5281
2222.167969 65.689 -8.1433
2222.534180 65.777 -8.3706
2222.900391 65.916 -8.4111
2223.266602 66.110 -8.6531
2223.632812 66.314 -9.3337
2223.999023 66.474 -10.3574
2224.365234 66.571 -11.4004
2224.731445 66.632 -12.1699
2225.097656 66.709 -12.6287
2225.463867 66.839 -13.0278
2225.830078 67.014 -13.7070
2226.196289 67.192 -14.8342
2226.562500 67.330 -16.3142
2226.928711 67.411 -17.9001
2227.294922 67.450 -19.3716
2227.661133 67.477 -20.6562
2228.027344 67.514 -21.8374
2228.393555 67.567 -23.0540
2228.759766 67.623 -24.3865
2229.125977 67.669 -25.8162
2229.492188 67.701 -27.2742
2229.858398 67.727 -28.7175
2230.224609 67.754 -30.1689
2230.590820 67.782 -31.6946
2230.957031 67.802 -33.3403
2231.323242 67.798 -35.0833
2231.689453 67.763 -36.8325
2232.055664 67.699 -38.4766
2232.421875 67.618 -39.9436
2232.788086 67.538 -41.2388
2233.154297 67.468 -42.4307
2233.520508 67.408 -43.5930
2233.886719 67.352 -44.7534
2234.252930 67.299 -45.8911
2234.619141 67.255 -46.9956
2234.985352 67.231 -48.1299
2235.351562 67.226 -49.4316
2235.717773 67.220 -51.0217
2236.083984 67.180 -52.8879
2236.450195 67.080 -54.8386
2236.816406 66.920 -56.5730
2237.182617 66.739 -57.8499
2237.548828 66.596 -58.6763
2237.915039 66.534 -59.3689
2238.281250 66.548 -60.3748
2238.647461 66.584 -61.9641
2239.013672 66.579 -64.0725
2239.379883 66.497 -66.3896
2239.746094 66.346 -68.5713
2240.112305 66.163 -70.4326
2240.478516 65.987 -72.0283
2240.844727 65.835 -73.5693
2241.210938 65.690 -75.2346
2241.577148 65.524 -77.0400
2241.943359 65.322 -78.8606
2242.309570 65.086 -80.5510
2242.675781 64.835 -82.0496
2243.041992 64.582 -83.3936
2243.408203 64.332 -84.6526
2243.774414 64.084 -85.8625
2244.140625 63.837 -87.0317
2244.506836 63.598 -88.1978
2244.873047 63.365 -89.4492
2245.239258 63.126 -90.8652
2245.605469 62.858 -92.4211
2245.971680 62.549 -93.9653
2246.337891 62.212 -95.3157
2246.704102 61.883 -96.4202
2247.070312 61.595 -97.4563
2247.436523 61.347 -98.7427
2247.802734 61.100 -100.5054
2248.168945 60.798 -102.6990
2248.535156 60.404 -105.0212
2248.901367 59.922 -107.0718
2249.267578 59.396 -108.5496
2249.633789 58.890 -109.4092
2250.000000 58.457 -109.8857
2250.366211 58.113 -110.3564
2250.732422 57.838 -111.1399
2251.098633 57.596 -112.3938
2251.464844 57.351 -114.1353
2251.831055 57.073 -116.2930
2252.197266 56.739 -118.7344
2252.563477 56.336 -121.2769
2252.929688 55.865 -123.7161
2253.295898 55.338 -125.8694
2253.662109 54.776 -127.6128
2254.028320 54.205 -128.8774
2254.394531 53.651 -129.6313
2254.760742 53.150 -129.8972
2255.126953 52.741 -129.8386
2255.493164 52.448 -129.8118
2255.859375 52.253 -130.2471
2256.225586 52.099 -131.3918
2256.591797 51.924 -133.1641
2256.958008 51.702 -135.2515
2257.324219 51.455 -137.3804
2257.690430 51.231 -139.5735
2258.056641 51.054 -142.1770
2258.422852 50.885 -145.5669
2258.789062 50.641 -149.7615
2259.155273 50.253 -154.2656
2259.521484 49.721 -158.2007
2259.887695 49.164 -160.6987
2260.253906 48.805 -161.6262
2260.620117 48.835 -162.1938
2260.986328 49.212 -164.1943
2261.352539 49.701 -168.3816
2261.718750 50.080 -174.1135
2262.084961 50.257 179.9487
2262.451172 50.282 175.1838
2262.817383 50.337 172.4006
2263.183594 50.648 171.1328
2263.549805 51.287 169.7271
2263.916016 52.080 166.8291
2264.282227 52.779 162.4600
2264.648438 53.229 157.6721
2265.014648 53.422 153.8438
2265.380859 53.503 152.0767
2265.747070 53.725 152.4204
2266.113281 54.272 153.4072
2266.479492 55.061 153.1797
2266.845703 55.846 151.1462
2267.211914 56.431 148.0505
2267.578125 56.768 145.1416
2267.944336 56.950 143.4961
2268.310547 57.162 143.4517
2268.676758 57.572 144.2583
2269.042969 58.191 144.6001
2269.409180 58.880 143.7253
2269.775391 59.489 141.8506
2270.141602 59.958 139.7078
2270.507812 60.321 137.9817
2270.874023 60.667 136.9434
2271.240234 61.078 136.3467
2271.606445 61.572 135.6743
2271.972656 62.107 134.5659
2272.338867 62.625 133.0298
2272.705078 63.096 131.3223
2273.071289 63.535 129.6948
2273.437500 63.974 128.2126
2273.803711 64.440 126.7351
2274.169922 64.930 125.0498
2274.536133 65.419 123.0366
2274.902344 65.878 120.7371
2275.268555 66.294 118.2996
2275.634766 66.670 115.8760
2276.000977 67.026 113.5378
2276.367188 67.378 111.2544
2276.733398 67.733 108.9314
2277.099609 68.087 106.4788
2277.465820 68.426 103.8584
2277.832031 68.738 101.0930
2278.198242 69.015 98.2417
2278.564453 69.256 95.3743
2278.930664 69.463 92.5535
2279.296875 69.641 89.8284
2279.663086 69.799 87.2258
2280.029297 69.947 84.7380
2280.395508 70.093 82.3154
2280.761719 70.239 79.8772
2281.127930 70.375 77.3516
2281.494141 70.486 74.7229
2281.860352 70.556 72.0581
2282.226562 70.580 69.4880
2282.592773 70.567 67.1479
2282.958984 70.539 65.1062
2283.325195 70.521 63.3184
2283.691406 70.523 61.6489
2284.057617 70.542 59.9563
2284.423828 70.559 58.1807
2284.790039 70.559 56.3655
2285.156250 70.538 54.6079
2285.522461 70.505 52.9766
2285.888672 70.471 51.4656
2286.254883 70.441 50.0144
2286.621094 70.408 48.5796
2286.987305 70.363 47.1904
2287.353516 70.305 45.9377
2287.719727 70.246 44.8962
2288.085938 70.208 44.0447
2288.452148 70.203 43.2507
2288.818359 70.225 42.3516
2289.184570 70.250 41.2681
2289.550781 70.254 40.0583
2289.916992 70.227 38.8757
2290.283203 70.178 37.8696
2290.649414 70.130 37.0947
2291.015625 70.104 36.4834
2291.381836 70.106 35.8967
2291.748047 70.128 35.2151
2292.114258 70.152 34.3994
2292.480469 70.163 33.4937
2292.846680 70.156 32.5869
2293.212891 70.135 31.7651
2293.579102 70.113 31.0742
2293.945312 70.104 30.4939
2294.311523 70.119 29.9355
2294.677734 70.156 29.2742
2295.043945 70.200 28.4141
2295.410156 70.228 27.3560
2295.776367 70.220 26.2156
2296.142578 70.176 25.1755
2296.508789 70.114 24.3853
2296.875000 70.068 23.8606
2297.241211 70.062 23.4536
2297.607422 70.098 22.9351
2297.973633 70.151 22.1433
2298.339844 70.189 21.0801
2298.706055 70.190 19.8892
2299.072266 70.155 18.7556
2299.438477 70.100 17.7966
2299.804688 70.048 17.0095
2300.170898 70.013 16.2991
2300.537109 69.990 15.5608
2300.903320 69.968 14.7522
2301.269531 69.938 13.9043
2301.635742 69.896 13.0801
2302.001953 69.848 12.3225
2302.368164 69.802 11.6301
2302.734375 69.761 10.9712
2303.100586 69.722 10.3193
2303.466797 69.682 9.6772
2303.833008 69.639 9.0740
2304.199219 69.597 8.5381
2304.565430 69.563 8.0649
2304.931641 69.542 7.6064
2305.297852 69.532 7.0942
2305.664062 69.521 6.4883
2306.030273 69.495 5.8174
2306.396484 69.446 5.1833
2306.762695 69.379 4.7131
2307.128906 69.314 4.4849
2307.495117 69.275 4.4658
2307.861328 69.278 4.5125
2308.227539 69.321 4.4448
2308.593750 69.385 4.1472
2308.959961 69.446 3.6135
2309.326172 69.489 2.9231
2309.692383 69.511 2.1750
2310.058594 69.517 1.4385
2310.424805 69.515 0.7422
2310.791016 69.511 0.0879
2311.157227 69.513 -0.5403
2311.523438 69.527 -1.1829
2311.889648 69.554 -1.9124
2312.255859 69.587 -2.8096
2312.622070 69.611 -3.9089
2312.988281 69.606 -5.1533
2313.354492 69.566 -6.4045
2313.720703 69.502 -7.5178
2314.086914 69.437 -8.4409
2314.453125 69.397 -9.2698
2314.819336 69.384 -10.1965
2315.185547 69.380 -11.3745
2315.551758 69.352 -12.8064
2315.917969 69.278 -14.3418
2316.284180 69.158 -15.7754
2316.650391 69.014 -16.9758
2317.016602 68.873 -17.9590
2317.382812 68.748 -18.8574
2317.749023 68.629 -19.7996
2318.115234 68.498 -20.8022
2318.481445 68.343 -21.7634
2318.847656 68.169 -22.5520
2319.213867 67.998 -23.1182
2319.580078 67.850 -23.5420
2319.946289 67.729 -23.9790
2320.312500 67.622 -24.5513
2320.678711 67.507 -25.2732
2321.044922 67.370 -26.0649
2321.411133 67.207 -26.8154
2321.777344 67.026 -27.4404
2322.143555 66.839 -27.9011
2322.509766 66.660 -28.2000
2322.875977 66.500 -28.3801
2323.242188 66.369 -28.5359
2323.608398 66.267 -28.8030
2323.974609 66.177 -29.3022
2324.340820 66.074 -30.0591
2324.707031 65.934 -30.9656
2325.073242 65.753 -31.8262
2325.439453 65.550 -32.4714
2325.805664 65.360 -32.8831
2326.171875 65.215 -33.2407
2326.538086 65.113 -33.8284
2326.904297 65.028 -34.8606
2327.270508 64.918 -36.3718
2327.636719 64.752 -38.2375
2328.002930 64.522 -40.2788
2328.369141 64.233 -42.3611
2328.735352 63.897 -44.4370
2329.101562 63.524 -46.5249
2329.467773 63.115 -48.6614
2329.833984 62.668 -50.8745
2330.200195 62.182 -53.2007
2330.566406 61.655 -55.7219
2330.932617 61.073 -58.5688
2331.298828 60.405 -61.8735
2331.665039 59.605 -65.6978
2332.031250 58.617 -69.9968
2332.397461 57.390 -74.6565
2332.763672 55.876 -79.6091
2333.129883 54.022 -85.0378
2333.496094 51.735 -91.7383
2333.862305 48.830 -101.9644
2334.228516 45.133 -122.2581
2334.594727 42.458 -166.6162
2334.960938 45.154 147.9983
2335.327148 48.974 126.8174
2335.693359 51.928 116.3970
2336.059570 54.224 110.3350
2336.425781 56.133 106.3206
2336.791992 57.806 103.1277
2337.158203 59.297 100.0122
2337.524414 60.598 96.6831
2337.890625 61.691 93.2468
2338.256836 62.587 90.0278
2338.623047 63.335 87.3396
2338.989258 64.008 85.2744
2339.355469 64.674 83.6084
2339.721680 65.355 81.9253
2340.087891 66.023 79.9009
2340.454102 66.627 77.5073
2340.820312 67.138 74.9883
2341.186523 67.563 72.6733
2341.552734 67.948 70.7637
2341.918945 68.346 69.1938
2342.285156 68.788 67.6660
2342.651367 69.262 65.8528
2343.017578 69.727 63.6082
2343.383789 70.141 61.0225
2343.750000 70.487 58.3303
2344.116211 70.771 55.7703
2344.482422 71.023 53.4805
2344.848633 71.274 51.4563
2345.214844 71.544 49.5781
2345.581055 71.840 47.6826
2345.947266 72.152 45.6311
2346.313477 72.463 43.3525
2346.679688 72.752 40.8511
2347.045898 73.004 38.1980
2347.412109 73.212 35.5073
2347.778320 73.381 32.8977
2348.144531 73.526 30.4417
2348.510742 73.667 28.1272
2348.876953 73.814 25.8599
2349.243164 73.967 23.5154
2349.609375 74.112 21.0164
2349.975586 74.230 18.3784
2350.341797 74.311 15.6943
2350.708008 74.357 13.0762
2351.074219 74.382 10.5881
2351.440430 74.401 8.2141
2351.806641 74.420 5.8767
2352.172852 74.437 3.4983
2352.539062 74.439 1.0549
2352.905273 74.417 -1.4119
2353.271484 74.369 -3.8264
2353.637695 74.302 -6.1304
2354.003906 74.227 -8.3152
2354.370117 74.152 -10.4219
2354.736328 74.078 -12.5115
2355.102539 73.998 -14.6260
2355.468750 73.906 -16.7700
2355.834961 73.794 -18.9124
2356.201172 73.663 -21.0042
2356.567383 73.514 -22.9993
2356.933594 73.355 -24.8713
2357.299805 73.196 -26.6265
2357.666016 73.042 -28.3079
2358.032227 72.897 -29.9834
2358.398438 72.754 -31.7148
2358.764648 72.601 -33.5198
2359.130859 72.429 -35.3533
2359.497070 72.235 -37.1267
2359.863281 72.027 -38.7629
2360.229492 71.823 -40.2593
2360.595703 71.635 -41.7073
2360.961914 71.459 -43.2454
2361.328125 71.275 -44.9570
2361.694336 71.055 -46.7969
2362.060547 70.784 -48.5940
2362.426758 70.468 -50.1389
2362.792969 70.138 -51.3091
2363.159180 69.827 -52.1614
2363.525391 69.552 -52.9148
2363.891602 69.299 -53.8030
2364.257812 69.032 -54.9099
2364.624023 68.717 -56.1167
2364.990234 68.345 -57.1899
2365.356445 67.934 -57.9373
2365.722656 67.518 -58.3408
2366.088867 67.116 -58.5662
2366.455078 66.716 -58.8206
2366.821289 66.279 -59.1582
2367.187500 65.768 -59.3882
2367.553711 65.176 -59.1416
2367.919922 64.540 -58.0596
2368.286133 63.928 -56.0164
2368.652344 63.409 -53.2478
2369.018555 63.000 -50.2109
2369.384766 62.664 -47.2356
2369.750977 62.347 -44.2842
2370.117188 62.028 -41.0232
2370.483398 61.745 -37.1101
2370.849609 61.575 -32.5076
2371.215820 61.581 -27.6047
2371.582031 61.767 -22.9902
2371.948242 62.078 -19.0576
2372.314453 62.448 -15.8330
2372.680664 62.846 -13.1204
2373.046875 63.271 -10.7429
2373.413086 63.741 -8.6904
2373.779297 64.262 -7.1016
2374.145508 64.814 -6.1294
2374.511719 65.365 -5.8152
2374.877930 65.884 -6.0630
2375.244141 66.358 -6.7070
2375.610352 66.790 -7.6003
2375.976562 67.188 -8.6709
2376.342773 67.562 -9.9211
2376.708984 67.910 -11.3799
2377.075195 68.226 -13.0508
2377.441406 68.504 -14.8894
2377.807617 68.741 -16.8240
2378.173828 68.944 -18.7942
2378.540039 69.121 -20.7817
2378.906250 69.279 -22.8101
2379.272461 69.417 -24.9143
2379.638672 69.529 -27.1006
2380.004883 69.610 -29.3284
2380.371094 69.659 -31.5232
2380.737305 69.684 -33.6160
2381.103516 69.699 -35.5857
2381.469727 69.718 -37.4800
2381.835938 69.744 -39.3950
2382.202148 69.768 -41.4167
2382.568359 69.774 -43.5632
2382.934570 69.744 -45.7590
2383.300781 69.676 -47.8650
2383.666992 69.580 -49.7488
2384.033203 69.481 -51.3655
2384.399414 69.401 -52.7991
2384.765625 69.346 -54.2185
2385.131836 69.302 -55.7659
2385.498047 69.242 -57.4563
2385.864258 69.152 -59.1733
2386.230469 69.035 -60.7603
2386.596680 68.914 -62.1487
2386.962891 68.816 -63.4351
2387.329102 68.742 -64.8235
2387.695312 68.670 -66.4688
2388.061523 68.564 -68.3435
2388.427734 68.404 -70.2402
2388.793945 68.202 -71.9043
2389.160156 67.995 -73.2131
2389.526367 67.826 -74.2856
2389.892578 67.707 -75.4136
2390.258789 67.611 -76.8391
2390.625000 67.493 -78.5688
2390.991211 67.325 -80.3757
2391.357422 67.114 -81.9644
2391.723633 66.900 -83.1787
2392.089844 66.728 -84.1252
2392.456055 66.613 -85.1038
2392.822266 66.530 -86.3787
2393.188477 66.433 -87.9858
2393.554688 66.289 -89.7317
2393.920898 66.099 -91.3435
2394.287109 65.895 -92.6560
2394.653320 65.713 -93.7207
2395.019531 65.571 -94.7646
2395.385742 65.452 -96.0134
2395.751953 65.322 -97.5188
2396.118164 65.149 -99.1230
2396.484375 64.935 -100.5642
2396.850586 64.712 -101.6467
2397.216797 64.530 -102.3977
2397.583008 64.422 -103.0935
2397.949219 64.382 -104.1038
2398.315430 64.363 -105.6489
2398.681641 64.310 -107.6655
2399.047852 64.190 -109.8569
2399.414062 64.010 -111.8572
2399.780273 63.814 -113.4253
2400.146484 63.660 -114.5952
2400.512695 63.584 -115.6721
2400.878906 63.574 -117.0305
2401.245117 63.583 -118.8560
2401.611328 63.560 -121.0437
2401.977539 63.482 -123.2935
2402.343750 63.367 -125.3013
2402.709961 63.260 -126.9407
2403.076172 63.207 -128.3501
2403.442383 63.224 -129.8506
2403.808594 63.288 -131.7302
2404.174805 63.353 -134.0696
2404.541016 63.381 -136.7241
2404.907227 63.363 -139.4395
2405.273438 63.318 -142.0002
2405.639648 63.279 -144.3435
2406.005859 63.275 -146.5791
2406.372070 63.312 -148.8999
2406.738281 63.370 -151.4402
2407.104492 63.423 -154.1868
2407.470703 63.455 -156.9966
2407.836914 63.468 -159.6909
2408.203125 63.481 -162.1526
2408.569336 63.517 -164.3750
2408.935547 63.591 -166.4385
2409.301758 63.708 -168.4417
2409.667969 63.862 -170.4517
2410.034180 64.049 -172.5081
2410.400391 64.266 -174.6545
2410.766602 64.505 -176.9448
2411.132812 64.752 -179.4094
2411.499023 64.990 177.9873
2411.865234 65.212 175.3445
2412.231445 65.421 172.7678
2412.597656 65.631 170.3000
2412.963867 65.855 167.8894
2413.330078 66.092 165.4395
2413.696289 66.328 162.8994
2414.062500 66.549 160.3196
2414.428711 66.751 157.8213
2414.794922 66.948 155.5017
2415.161133 67.161 153.3477
2415.527344 67.403 151.2283
2415.893555 67.667 148.9900
2416.259766 67.930 146.5710
2416.625977 68.169 144.0442
2416.992188 68.381 141.5559
2417.358398 68.578 139.2197
2417.724609 68.781 137.0359
2418.090820 69.004 134.8984
2418.457031 69.241 132.6819
2418.823242 69.475 130.3369
2419.189453 69.691 127.9158
2419.555664 69.887 125.5254
2419.921875 70.069 123.2495
2420.288086 70.254 121.1016
2420.654297 70.451 119.0317
2421.020508 70.661 116.9731
2421.386719 70.880 114.8838
2421.752930 71.101 112.7529
2422.119141 71.322 110.5864
2422.485352 71.538 108.3955
2422.851562 71.745 106.2012
2423.217773 71.943 104.0437
2423.583984 72.134 101.9705
2423.950195 72.330 99.9968
2424.316406 72.542 98.0710
2424.682617 72.772 96.0806
2425.048828 73.010 93.9138
2425.415039 73.233 91.5378
2425.781250 73.421 89.0298
2426.147461 73.568 86.5400
2426.513672 73.686 84.2058
2426.879883 73.798 82.0667
2427.246094 73.926 80.0356
2427.612305 74.073 77.9558
2427.978516 74.226 75.7029
2428.344727 74.363 73.2617
2428.710938 74.468 70.7212
2429.077148 74.540 68.2053
2429.443359 74.592 65.7976
2429.809570 74.636 63.5027
2430.175781 74.681 61.2681
2430.541992 74.724 59.0422
2430.908203 74.760 56.8232
2431.274414 74.785 54.6541
2431.640625 74.804 52.5791
2432.006836 74.828 50.5957
2432.373047 74.862 48.6450
2432.739258 74.904 46.6511
2433.105469 74.941 44.5791
2433.471680 74.962 42.4631
2433.837891 74.961 40.3835
2434.204102 74.947 38.4124
2434.570312 74.930 36.5613
2434.936523 74.919 34.7761
2435.302734 74.913 32.9773
2435.668945 74.901 31.1221
2436.035156 74.873 29.2397
2436.401367 74.824 27.4111
2436.767578 74.761 25.7119
2437.133789 74.700 24.1536
2437.500000 74.654 22.6660
2437.866211 74.621 21.1372
2438.232422 74.590 19.4871
2438.598633 74.543 17.7190
2438.964844 74.469 15.9197
2439.331055 74.367 14.2058
2439.697266 74.249 12.6587
2440.063477 74.132 11.2800
2440.429688 74.027 9.9985
2440.795898 73.933 8.7239
2441.162109 73.839 7.4092
2441.528320 73.732 6.0828
2441.894531 73.609 4.8276
2442.260742 73.476 3.7283
2442.626953 73.347 2.8164
2442.993164 73.238 2.0466
2443.359375 73.155 1.3154
2443.725586 73.093 0.5159
2444.091797 73.038 -0.4097
2444.458008 72.973 -1.4463
2444.824219 72.889 -2.5200
2445.190430 72.781 -3.5308
2445.556641 72.659 -4.3894
2445.922852 72.535 -5.0459
2446.289062 72.424 -5.5071
2446.655273 72.341 -5.8389
2447.021484 72.291 -6.1484
2447.387695 72.267 -6.5457
2447.753906 72.255 -7.0947
2448.120117 72.238 -7.7783
2448.486328 72.204 -8.5027
2448.852539 72.155 -9.1455
2449.218750 72.108 -9.6306
2449.584961 72.083 -9.9873
2449.951172 72.092 -10.3479
2450.317383 72.127 -10.8655
2450.683594 72.167 -11.6133
2451.049805 72.190 -12.5393
2451.416016 72.185 -13.5112
2451.782227 72.161 -14.4094
2452.148438 72.135 -15.2009
2452.514648 72.116 -15.9451
2452.880859 72.106 -16.7253
2453.247070 72.092 -17.5715
2453.613281 72.069 -18.4434
2453.979492 72.037 -19.2795
2454.345703 72.006 -20.0669
2454.711914 71.982 -20.8569
2455.078125 71.961 -21.7146
2455.444336 71.931 -22.6475
2455.810547 71.885 -23.5879
2456.176758 71.827 -24.4490
2456.542969 71.771 -25.2053
2456.909180 71.731 -25.9241
2457.275391 71.702 -26.7087
2457.641602 71.673 -27.6035
2458.007812 71.627 -28.5496
2458.374023 71.566 -29.4331
2458.740234 71.504 -30.1860
2459.106445 71.458 -30.8494
2459.472656 71.433 -31.5400
2459.838867 71.418 -32.3440
2460.205078 71.394 -33.2410
2460.571289 71.357 -34.1282
2460.937500 71.317 -34.9192
2461.303711 71.292 -35.6328
2461.669922 71.289 -36.3875
2462.036133 71.296 -37.3005
2462.402344 71.291 -38.3845
2462.768555 71.257 -39.5291
2463.134766 71.196 -40.5806
2463.500977 71.126 -41.4485
2463.867188 71.067 -42.1636
2464.233398 71.030 -42.8423
2464.599609 71.007 -43.5911
2464.965820 70.983 -44.4312
2465.332031 70.950 -45.3062
2465.698242 70.909 -46.1479
2466.064453 70.872 -46.9414
2466.430664 70.845 -47.7383
2466.796875 70.827 -48.6128
2467.163086 70.807 -49.6021
2467.529297 70.774 -50.6792
2467.895508 70.723 -51.7737
2468.261719 70.659 -52.8184
2468.627930 70.592 -53.7878
2468.994141 70.530 -54.7073
2469.360352 70.475 -55.6262
2469.726562 70.423 -56.5803
2470.092773 70.368 -57.5642
2470.458984 70.306 -58.5408
2470.825195 70.243 -59.4724
2471.191406 70.183 -60.3552
2471.557617 70.132 -61.2244
2471.923828 70.088 -62.1287
2472.290039 70.042 -63.0869
2472.656250 69.988 -64.0693
2473.022461 69.925 -65.0166
2473.388672 69.857 -65.8860
2473.754883 69.795 -66.6831
2474.121094 69.742 -67.4548
2474.487305 69.695 -68.2461
2474.853516 69.648 -69.0618
2475.219727 69.598 -69.8694
2475.585938 69.548 -70.6399
2475.952148 69.506 -71.3843
2476.318359 69.473 -72.1499
2476.684570 69.444 -72.9756
2477.050781 69.412 -73.8503
2477.416992 69.373 -74.7173
2477.783203 69.335 -75.5251
2478.149414 69.310 -76.2815
2478.515625 69.304 -77.0581
2478.881836 69.314 -77.9373
2479.248047 69.326 -78.9468
2479.614258 69.332 -80.0400
2479.980469 69.330 -81.1375
2480.346680 69.329 -82.1912
2480.712891 69.342 -83.2197
2481.079102 69.372 -84.2922
2481.445312 69.416 -85.4775
2481.811523 69.463 -86.8032
2482.177734 69.506 -88.2544
2482.543945 69.539 -89.7964
2482.910156 69.559 -91.3933
2483.276367 69.567 -93.0093
2483.642578 69.564 -94.6035
2484.008789 69.554 -96.1372
2484.375000 69.548 -97.5981
2484.741211 69.556 -99.0227
2485.107422 69.583 -100.4915
2485.473633 69.622 -102.0894
2485.839844 69.663 -103.8582
2486.206055 69.691 -105.7720
2486.572266 69.700 -107.7559
2486.938477 69.693 -109.7268
2487.304688 69.680 -111.6396
2487.670898 69.675 -113.5142
2488.037109 69.685 -115.4265
2488.403320 69.707 -117.4746
2488.769531 69.728 -119.7261
2489.135742 69.730 -122.1758
2489.501953 69.698 -124.7371
2489.868164 69.628 -127.2688
2490.234375 69.531 -129.6355
2490.600586 69.431 -131.7812
2490.966797 69.351 -133.7720
2491.333008 69.303 -135.7737
2491.699219 69.277 -137.9561
2492.065430 69.246 -140.3884
2492.431641 69.186 -143.0020
2492.797852 69.087 -145.6367
2493.164062 68.958 -148.1406
2493.530273 68.825 -150.4604
2493.896484 68.706 -152.6726
2494.262695 68.606 -154.9299
2494.628906 68.511 -157.3530
2494.995117 68.397 -159.9465
2495.361328 68.246 -162.5969
2495.727539 68.058 -165.1396
2496.093750 67.852 -167.4563
2496.459961 67.653 -169.5500
2496.826172 67.479 -171.5513
2497.192383 67.325 -173.6357
2497.558594 67.168 -175.9021
2497.924805 66.978 -178.2917
2498.291016 66.738 179.3965
2498.657227 66.461 177.4060
2499.023438 66.182 175.8762
2499.389648 65.948 174.7241
2499.755859 65.781 173.6599
2500.122070 65.663 172.3713
2500.488281 65.546 170.7456
2500.854492 65.386 168.9431
2501.220703 65.171 167.2878
2501.586914 64.928 166.0598
2501.953125 64.708 165.3066
2502.319336 64.550 164.8032
2502.685547 64.449 164.2285
2503.051758 64.366 163.4221
