* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_R.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_R.wav
* Measurement: captured_sweep_R
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
15735.717773 64.598 88.6797
15736.083984 64.615 89.8418
15736.450195 64.807 90.4590
15736.816406 65.061 89.8125
15737.182617 65.226 87.9844
15737.548828 65.211 85.6719
15737.915039 65.018 83.7559
15738.281250 64.738 82.8730
15738.647461 64.500 83.0703
15739.013672 64.401 83.7520
15739.379883 64.430 84.1230
15739.746094 64.507 83.7891
15740.112305 64.553 82.8594
15740.478516 64.539 81.6406
15740.844727 64.469 80.3496
15741.210938 64.348 79.0664
15741.577148 64.164 77.8789
15741.943359 63.907 77.0664
15742.309570 63.608 77.0664
15742.675781 63.363 78.1465
15743.041992 63.298 79.9473
15743.408203 63.461 81.4355
15743.774414 63.757 81.6523
15744.140625 64.015 80.4473
15744.506836 64.109 78.4570
15744.873047 64.011 76.6758
15745.239258 63.803 75.9707
15745.605469 63.645 76.5703
15745.971680 63.675 77.7598
15746.337891 63.891 78.3359
15746.704102 64.148 77.6270
15747.070312 64.295 75.8828
15747.436523 64.257 73.8945
15747.802734 64.060 72.4883
15748.168945 63.802 72.1270
15748.535156 63.594 72.6836
15748.901367 63.489 73.5938
15749.267578 63.463 74.3516
15749.633789 63.465 74.8438
15750.000000 63.476 75.1797
15750.366211 63.510 75.3574
15750.732422 63.568 75.1465
15751.098633 63.603 74.3340
15751.464844 63.546 73.0391
15751.831055 63.355 71.7598
15752.197266 63.058 71.1367
15752.563477 62.753 71.5391
15752.929688 62.561 72.7168
15753.295898 62.530 73.8848
15753.662109 62.601 74.3730
15754.028320 62.674 74.1016
15754.394531 62.694 73.4453
15754.760742 62.669 72.8066
15755.126953 62.637 72.3223
15755.493164 62.624 71.8770
15755.859375 62.618 71.3457
15756.225586 62.597 70.7891
15756.591797 62.559 70.4004
15756.958008 62.532 70.3008
15757.324219 62.547 70.3984
15757.690430 62.609 70.4727
15758.056641 62.693 70.4004
15758.422852 62.780 70.2266
15758.789062 62.872 70.0234
15759.155273 62.980 69.7129
15759.521484 63.092 69.0762
15759.887695 63.156 68.0039
15760.253906 63.110 66.7168
15760.620117 62.929 65.7637
15760.986328 62.661 65.7461
15761.352539 62.425 66.8926
15761.718750 62.340 68.6973
15762.084961 62.421 70.1719
15762.451172 62.566 70.6406
15762.817383 62.645 70.1992
15763.183594 62.593 69.4590
15763.549805 62.435 69.0664
15763.916016 62.254 69.3008
15764.282227 62.135 69.9180
15764.648438 62.095 70.3672
15765.014648 62.087 70.2578
15765.380859 62.044 69.5957
15765.747070 61.931 68.6719
15766.113281 61.755 67.7930
15766.479492 61.546 67.1055
15766.845703 61.333 66.5820
15767.211914 61.120 66.1328
15767.578125 60.900 65.7695
15767.944336 60.675 65.6289
15768.310547 60.471 65.8574
15768.676758 60.338 66.4180
15769.042969 60.312 66.9941
15769.409180 60.381 67.1289
15769.775391 60.480 66.5352
15770.141602 60.530 65.3086
15770.507812 60.479 63.8789
15770.874023 60.330 62.8066
15771.240234 60.148 62.5020
15771.606445 60.028 62.9238
15771.972656 60.031 63.5176
15772.338867 60.130 63.5859
15772.705078 60.224 62.7969
15773.071289 60.213 61.3633
15773.437500 60.043 59.8535
15773.803711 59.720 58.9141
15774.169922 59.310 59.0352
15774.536133 58.909 60.3828
15774.902344 58.612 62.7207
15775.268555 58.479 65.4863
15775.634766 58.508 68.0039
15776.000977 58.642 69.7266
15776.367188 58.785 70.4492
15776.733398 58.847 70.3828
15777.099609 58.777 70.0781
15777.465820 58.593 70.1855
15777.832031 58.385 71.0977
15778.198242 58.264 72.5859
15778.564453 58.264 73.8887
15778.930664 58.305 74.3848
15779.296875 58.261 74.1855
15779.663086 58.065 74.0781
15780.029297 57.775 74.9805
15780.395508 57.557 77.2070
15780.761719 57.561 79.9648
15781.127930 57.768 81.9219
15781.494141 58.005 82.4844
15781.860352 58.112 82.1621
15782.226562 58.050 81.9746
15782.592773 57.905 82.7266
15782.958984 57.817 84.4727
15783.325195 57.871 86.5215
15783.691406 58.026 88.1191
15784.057617 58.182 89.1406
15784.423828 58.288 89.9805
15784.790039 58.369 91.0215
15785.156250 58.482 92.2246
15785.522461 58.640 93.2207
15785.888672 58.793 93.7656
15786.254883 58.882 94.0234
15786.621094 58.895 94.4395
15786.987305 58.883 95.3555
15787.353516 58.924 96.7031
15787.719727 59.056 98.0371
15788.085938 59.257 98.9160
15788.452148 59.470 99.1973
15788.818359 59.657 98.9980
15789.184570 59.808 98.4746
15789.550781 59.917 97.7090
15789.916992 59.975 96.7832
15790.283203 59.971 95.8926
15790.649414 59.918 95.3379
15791.015625 59.869 95.3301
15791.381836 59.891 95.7402
15791.748047 60.015 96.1211
15792.114258 60.202 96.0410
15792.480469 60.381 95.4570
15792.846680 60.505 94.7012
15793.212891 60.591 94.1641
15793.579102 60.690 93.9336
15793.945312 60.836 93.7148
15794.311523 61.000 93.1367
15794.677734 61.107 92.1641
15795.043945 61.103 91.2148
15795.410156 61.005 90.8926
15795.776367 60.907 91.5176
15796.142578 60.919 92.7402
15796.508789 61.063 93.6895
15796.875000 61.243 93.7207
15797.241211 61.327 92.9414
15797.607422 61.247 92.0684
15797.973633 61.040 91.9219
15798.339844 60.833 92.8711
15798.706055 60.757 94.4551
15799.072266 60.830 95.6953
15799.438477 60.947 95.9805
15799.804688 60.981 95.5625
15800.170898 60.897 95.2422
15800.537109 60.782 95.7070
15800.903320 60.786 96.8652
15801.269531 60.990 97.7168
15801.635742 61.306 97.1816
15802.001953 61.546 95.0508
15802.368164 61.553 92.0664
15802.734375 61.275 89.5059
15803.100586 60.800 88.7305
15803.466797 60.369 90.5117
15803.833008 60.277 93.9941
15804.199219 60.592 96.9141
15804.565430 61.074 97.7227
15804.931641 61.442 96.7090
15805.297852 61.569 95.1602
15805.664062 61.496 94.3750
15806.030273 61.389 95.0078
15806.396484 61.429 96.5977
15806.762695 61.662 97.8906
15807.128906 61.965 97.9902
15807.495117 62.176 96.9941
15807.861328 62.215 95.6621
15808.227539 62.108 94.7930
15808.593750 61.952 94.7832
15808.959961 61.846 95.4395
15809.326172 61.825 96.2383
15809.692383 61.856 96.8047
15810.058594 61.898 97.1445
15810.424805 61.945 97.4121
15810.791016 62.018 97.6191
15811.157227 62.122 97.5762
15811.523438 62.222 97.1465
15811.889648 62.271 96.4727
15812.255859 62.256 95.9336
15812.622070 62.215 95.8750
15812.988281 62.214 96.3105
15813.354492 62.294 96.8828
15813.720703 62.433 97.1797
15814.086914 62.572 97.0977
15814.453125 62.671 96.8477
15814.819336 62.735 96.6875
15815.185547 62.794 96.6582
15815.551758 62.856 96.5781
15815.917969 62.889 96.3086
15816.284180 62.851 96.0059
15816.650391 62.734 96.1035
15817.016602 62.600 96.9785
15817.382812 62.550 98.5391
15817.749023 62.645 100.1250
15818.115234 62.842 100.9941
15818.481445 63.031 100.9180
15818.847656 63.127 100.2793
15819.213867 63.118 99.7012
15819.580078 63.065 99.6250
15819.946289 63.055 100.0215
15820.312500 63.134 100.4590
15820.678711 63.278 100.4805
15821.044922 63.424 99.9727
15821.411133 63.524 99.1719
15821.777344 63.576 98.4316
15822.143555 63.611 97.9785
15822.509766 63.672 97.8066
15822.875977 63.780 97.7344
15823.242188 63.930 97.5547
15823.608398 64.098 97.1660
15823.974609 64.260 96.5859
15824.340820 64.400 95.9004
15824.707031 64.514 95.2188
15825.073242 64.606 94.6172
15825.439453 64.686 94.1270
15825.805664 64.762 93.7227
15826.171875 64.836 93.3477
15826.538086 64.902 92.9629
15826.904297 64.952 92.5840
15827.270508 64.984 92.2715
15827.636719 65.007 92.0762
15828.002930 65.034 91.9883
15828.369141 65.074 91.9297
15828.735352 65.123 91.8047
15829.101562 65.169 91.5898
15829.467773 65.202 91.3418
15829.833984 65.227 91.1523
15830.200195 65.260 91.0586
15830.566406 65.319 90.9727
15830.932617 65.405 90.7109
15831.298828 65.496 90.1250
15831.665039 65.553 89.2051
15832.031250 65.542 88.1387
15832.397461 65.454 87.2344
15832.763672 65.315 86.8008
15833.129883 65.177 86.9805
15833.496094 65.098 87.6367
15833.862305 65.104 88.4062
15834.228516 65.174 88.9453
15834.594727 65.265 89.1484
15834.960938 65.349 89.1465
15835.327148 65.429 89.1094
15835.693359 65.533 89.0273
15836.059570 65.671 88.6855
15836.425781 65.812 87.8516
15836.791992 65.902 86.5293
15837.158203 65.894 85.0391
15837.524414 65.795 83.8711
15837.890625 65.666 83.3770
15838.256836 65.596 83.4688
15838.623047 65.632 83.5879
15838.989258 65.727 83.1484
15839.355469 65.779 82.0469
15839.721680 65.708 80.7812
15840.087891 65.519 80.1465
15840.454102 65.318 80.7305
15840.820312 65.266 82.3301
15841.186523 65.446 83.8633
15841.552734 65.771 84.1992
15841.918945 66.065 83.0742
15842.285156 66.190 81.1035
15842.651367 66.113 79.2734
15843.017578 65.911 78.4336
15843.383789 65.735 78.8242
15843.750000 65.717 79.8066
15844.116211 65.857 80.2793
15844.482422 66.030 79.6035
15844.848633 66.089 78.0020
15845.214844 65.964 76.2754
15845.581055 65.684 75.3145
15845.947266 65.370 75.6758
15846.313477 65.175 77.1816
15846.679688 65.184 78.9473
15847.045898 65.353 80.0371
15847.412109 65.566 80.1191
15847.778320 65.730 79.4492
15848.144531 65.815 78.4902
15848.510742 65.839 77.6055
15848.876953 65.839 76.9336
15849.243164 65.845 76.4277
15849.609375 65.872 75.9434
15849.975586 65.911 75.3340
15850.341797 65.940 74.5078
15850.708008 65.927 73.5039
15851.074219 65.843 72.5352
15851.440430 65.689 71.9609
15851.806641 65.510 72.1250
15852.172852 65.394 73.0645
15852.539062 65.417 74.3086
15852.905273 65.575 75.0977
15853.271484 65.777 74.9414
15853.637695 65.913 73.9570
15854.003906 65.927 72.6914
15854.370117 65.836 71.7520
15854.736328 65.717 71.4238
15855.102539 65.646 71.5117
15855.468750 65.635 71.5410
15855.834961 65.636 71.2383
15856.201172 65.590 70.7871
15856.567383 65.499 70.6406
15856.933594 65.431 71.0781
15857.299805 65.473 71.8359
15857.666016 65.644 72.2188
15858.032227 65.871 71.6641
15858.398438 66.038 70.1797
15858.764648 66.070 68.2773
15859.130859 65.959 66.6387
15859.497070 65.766 65.7969
15859.863281 65.582 65.8965
15860.229492 65.487 66.6523
15860.595703 65.505 67.5645
15860.961914 65.610 68.2402
15861.328125 65.759 68.5312
15861.694336 65.920 68.4297
15862.060547 66.069 67.9590
15862.426758 66.182 67.1797
15862.792969 66.236 66.2324
15863.159180 66.225 65.3516
15863.525391 66.169 64.7598
15863.891602 66.112 64.5156
15864.257812 66.089 64.4277
15864.624023 66.097 64.1777
15864.990234 66.094 63.5801
15865.356445 66.029 62.7656
15865.722656 65.882 62.1250
15866.088867 65.692 62.0645
15866.455078 65.540 62.6758
15866.821289 65.498 63.5645
15867.187500 65.566 64.0801
15867.553711 65.668 63.8223
15867.919922 65.713 62.9062
15868.286133 65.660 61.8086
15868.652344 65.527 61.0234
15869.018555 65.381 60.7539
15869.384766 65.280 60.8164
15869.750977 65.232 60.8359
15870.117188 65.199 60.6055
15870.483398 65.139 60.2363
15870.849609 65.048 60.0039
15871.215820 64.961 60.0566
15871.582031 64.916 60.2637
15871.948242 64.914 60.3262
15872.314453 64.919 60.0684
15872.680664 64.885 59.5898
15873.046875 64.800 59.1699
15873.413086 64.685 59.0488
15873.779297 64.581 59.2578
15874.145508 64.513 59.6484
15874.511719 64.482 60.0527
15874.877930 64.479 60.3926
15875.244141 64.501 60.6406
15875.610352 64.548 60.7129
15875.976562 64.606 60.4805
15876.342773 64.642 59.9023
15876.708984 64.617 59.1445
15877.075195 64.522 58.5449
15877.441406 64.389 58.4297
15877.807617 64.279 58.8770
15878.173828 64.245 59.6152
15878.540039 64.287 60.2168
15878.906250 64.354 60.4258
15879.272461 64.389 60.3301
15879.638672 64.365 60.2598
15880.004883 64.298 60.5625
15880.371094 64.241 61.4062
15880.737305 64.251 62.6719
15881.103516 64.361 63.9863
15881.469727 64.558 64.9004
15881.835938 64.788 65.1113
15882.202148 64.979 64.6074
15882.568359 65.076 63.6543
15882.934570 65.058 62.6953
15883.300781 64.954 62.1582
15883.666992 64.834 62.2324
15884.033203 64.768 62.7109
15884.399414 64.779 63.0918
15884.765625 64.823 62.9414
15885.131836 64.823 62.2207
15885.498047 64.723 61.2715
15885.864258 64.519 60.5977
15886.230469 64.260 60.6074
15886.596680 64.025 61.4102
15886.962891 63.883 62.7715
15887.329102 63.863 64.2559
15887.695312 63.952 65.4395
15888.061523 64.105 66.0664
15888.427734 64.268 66.0918
15888.793945 64.394 65.6582
15889.160156 64.456 65.0664
15889.526367 64.460 64.6699
15889.892578 64.448 64.7129
15890.258789 64.477 65.1621
15890.625000 64.583 65.6934
15890.991211 64.750 65.9121
15891.357422 64.922 65.6270
15891.723633 65.044 64.9590
15892.089844 65.090 64.2168
15892.456055 65.067 63.7266
15892.822266 65.014 63.6953
15893.188477 64.977 64.1445
15893.554688 65.001 64.8984
15893.920898 65.107 65.6133
15894.287109 65.279 65.8926
15894.653320 65.462 65.4727
15895.019531 65.583 64.3750
15895.385742 65.584 62.9551
15895.751953 65.448 61.7871
15896.118164 65.226 61.4531
15896.484375 65.026 62.2129
15896.850586 64.967 63.7109
15897.216797 65.093 65.0977
15897.583008 65.335 65.6191
15897.949219 65.582 65.1113
15898.315430 65.748 63.9121
15898.681641 65.808 62.5352
15899.047852 65.786 61.3984
15899.414062 65.729 60.6934
15899.780273 65.682 60.3828
15900.146484 65.672 60.2871
15900.512695 65.698 60.1895
15900.878906 65.743 59.9473
15901.245117 65.778 59.5410
15901.611328 65.783 59.0859
15901.977539 65.754 58.7852
15902.343750 65.718 58.7988
15902.709961 65.714 59.1016
15903.076172 65.770 59.4551
15903.442383 65.877 59.5430
15903.808594 65.993 59.2129
15904.174805 66.078 58.5586
15904.541016 66.119 57.8105
15904.907227 66.134 57.1348
15905.273438 66.148 56.5137
15905.639648 66.166 55.8047
15906.005859 66.167 54.9297
15906.372070 66.124 54.0059
15906.738281 66.037 53.2949
15907.104492 65.940 53.0078
15907.470703 65.885 53.1113
15907.836914 65.906 53.3125
15908.203125 65.989 53.2656
15908.569336 66.094 52.8086
15908.935547 66.179 52.0059
15909.301758 66.226 51.0293
15909.667969 66.235 50.0332
15910.034180 66.211 49.1133
15910.400391 66.159 48.3457
15910.766602 66.093 47.8105
15911.132812 66.034 47.5352
15911.499023 66.005 47.4238
15911.865234 66.014 47.2734
15912.231445 66.038 46.9180
15912.597656 66.048 46.3730
15912.963867 66.031 45.7969
15913.330078 66.002 45.3223
15913.696289 65.988 44.8926
15914.062500 65.988 44.2988
15914.428711 65.966 43.4160
15914.794922 65.876 42.4277
15915.161133 65.712 41.7773
15915.527344 65.533 41.8594
15915.893555 65.439 42.6016
15916.259766 65.490 43.3496
15916.625977 65.638 43.3594
15916.992188 65.765 42.4336
15917.358398 65.778 41.0293
15917.724609 65.667 39.8711
15918.090820 65.508 39.4531
15918.457031 65.405 39.6738
15918.823242 65.398 39.9219
15919.189453 65.430 39.6875
15919.555664 65.410 39.0527
15919.921875 65.302 38.5801
15920.288086 65.167 38.7871
15920.654297 65.116 39.6074
15921.020508 65.206 40.2988
15921.386719 65.373 40.0781
15921.752930 65.484 38.8086
15922.119141 65.437 37.0391
15922.485352 65.222 35.6035
15922.851562 64.919 35.1543
15923.217773 64.655 35.7656
15923.583984 64.523 36.8633
15923.950195 64.513 37.6758
15924.316406 64.542 37.8496
15924.682617 64.533 37.5703
15925.048828 64.468 37.2441
15925.415039 64.378 37.1562
15925.781250 64.311 37.3086
15926.147461 64.293 37.4746
15926.513672 64.315 37.3750
15926.879883 64.341 36.8555
15927.246094 64.326 35.9512
15927.612305 64.233 34.8945
15927.978516 64.051 34.0625
15928.344727 63.813 33.8691
15928.710938 63.601 34.5156
15929.077148 63.509 35.7148
15929.443359 63.573 36.7168
15929.809570 63.727 36.8086
15930.175781 63.847 35.8320
15930.541992 63.838 34.2168
15930.908203 63.672 32.6680
15931.274414 63.399 31.7852
15931.640625 63.113 31.7676
15932.006836 62.891 32.3242
15932.373047 62.747 32.9727
15932.739258 62.642 33.4707
15933.105469 62.546 33.9082
15933.471680 62.470 34.4355
15933.837891 62.448 34.9512
15934.204102 62.480 35.1289
15934.570312 62.512 34.7559
15934.936523 62.483 34.0059
15935.302734 62.374 33.3359
15935.668945 62.227 33.1367
15936.035156 62.118 33.4102
15936.401367 62.082 33.7480
15936.767578 62.084 33.7578
15937.133789 62.054 33.4766
15937.500000 61.965 33.3535
15937.866211 61.865 33.8086
15938.232422 61.848 34.7539
15938.598633 61.956 35.5176
15938.964844 62.119 35.4414
15939.331055 62.207 34.4941
15939.697266 62.131 33.3164
15940.063477 61.897 32.8301
15940.429688 61.623 33.6836
15940.795898 61.479 35.7012
15941.162109 61.555 37.8027
15941.528320 61.774 38.8516
15941.894531 61.969 38.5391
15942.260742 62.002 37.3887
15942.626953 61.827 36.3047
15942.993164 61.490 36.1953
15943.359375 61.127 37.6367
15943.725586 60.921 40.4414
15944.091797 60.992 43.4609
15944.458008 61.286 45.2676
15944.824219 61.610 45.1992
15945.190430 61.769 43.6484
15945.556641 61.656 41.6934
15945.922852 61.280 40.7109
15946.289062 60.811 41.9238
15946.655273 60.560 45.4160
15947.021484 60.763 49.2832
15947.387695 61.300 51.0723
15947.753906 61.833 50.0938
15948.120117 62.104 47.3672
15948.486328 62.034 44.5117
15948.852539 61.703 43.0762
15949.218750 61.343 43.9492
15949.584961 61.239 46.5332
15949.951172 61.489 48.8223
15950.317383 61.898 49.2578
15950.683594 62.204 47.9258
15951.049805 62.263 45.9727
15951.416016 62.088 44.7441
15951.782227 61.829 45.1582
15952.148438 61.705 47.1074
15952.514648 61.845 49.3242
15952.880859 62.175 50.4043
15953.247070 62.503 49.9375
15953.613281 62.686 48.4688
15953.979492 62.688 46.8691
15954.345703 62.559 45.8242
15954.711914 62.396 45.5527
15955.078125 62.271 45.7949
15955.444336 62.193 46.1426
15955.810547 62.125 46.4551
15956.176758 62.046 46.9434
15956.542969 61.992 47.8594
15956.909180 62.031 49.0957
15957.275391 62.193 50.1289
15957.641602 62.428 50.4492
15958.007812 62.646 50.0137
15958.374023 62.787 49.2402
15958.740234 62.867 48.6211
15959.106445 62.950 48.3164
15959.472656 63.084 48.0098
15959.838867 63.242 47.2188
15960.205078 63.334 45.8242
15960.571289 63.279 44.2695
15960.937500 63.071 43.3691
15961.303711 62.814 43.7969
15961.669922 62.680 45.4551
15962.036133 62.777 47.2188
15962.402344 63.025 47.8008
15962.768555 63.230 46.8281
15963.134766 63.235 44.9473
15963.500977 62.995 43.2930
15963.867188 62.598 42.9277
15964.233398 62.237 44.2520
15964.599609 62.108 46.4941
15964.965820 62.241 48.1055
15965.332031 62.479 48.0625
15965.698242 62.636 46.4707
15966.064453 62.608 44.1172
15966.430664 62.395 41.9062
15966.796875 62.075 40.4941
15967.163086 61.763 40.0566
15967.529297 61.555 40.2129
15967.895508 61.466 40.3301
15968.261719 61.441 40.0000
15968.627930 61.403 39.2715
15968.994141 61.316 38.5254
15969.360352 61.198 38.1484
15969.726562 61.100 38.2754
15970.092773 61.065 38.6836
15970.458984 61.087 38.9961
15970.825195 61.106 39.0312
15971.191406 61.063 39.0117
15971.557617 60.945 39.4512
15971.923828 60.824 40.7871
15972.290039 60.820 42.8926
15972.656250 61.010 44.8594
15973.022461 61.326 45.5820
15973.388672 61.590 44.6191
15973.754883 61.627 42.4395
15974.121094 61.338 40.1543
15974.487305 60.740 39.2148
15974.853516 60.020 40.9727
15975.219727 59.538 45.5449
15975.585938 59.570 50.7305
15975.952148 59.970 53.7578
15976.318359 60.364 54.0547
15976.684570 60.509 52.9648
15977.050781 60.401 52.2715
15977.416992 60.235 53.1582
15977.783203 60.284 55.2754
15978.149414 60.649 56.7930
15978.515625 61.142 56.2422
15978.881836 61.493 53.7910
15979.248047 61.553 50.7383
15979.614258 61.341 48.6426
15979.980469 61.040 48.6172
15980.346680 60.920 50.4609
15980.712891 61.118 52.4766
15981.079102 61.487 53.0430
15981.445312 61.768 52.0918
15981.811523 61.815 50.7773
15982.177734 61.662 50.5176
15982.543945 61.508 52.0957
15982.910156 61.595 54.8418
15983.276367 61.974 56.9355
15983.642578 62.455 57.1211
15984.008789 62.802 55.5820
15984.375000 62.895 53.3828
15984.741211 62.749 51.7324
15985.107422 62.498 51.4512
15985.473633 62.336 52.4980
15985.839844 62.386 53.8496
15986.206055 62.601 54.2715
15986.572266 62.825 53.3281
15986.938477 62.922 51.4805
15987.304688 62.859 49.5938
15987.670898 62.700 48.4238
15988.037109 62.572 48.1777
15988.403320 62.582 48.3477
15988.769531 62.732 48.0703
15989.135742 62.920 46.8438
15989.501953 63.029 44.8457
15989.868164 62.996 42.7109
15990.234375 62.837 41.1641
15990.600586 62.636 40.6621
15990.966797 62.503 41.1699
15991.333008 62.507 42.1562
15991.699219 62.647 42.9531
15992.065430 62.859 43.1426
15992.431641 63.074 42.6523
15992.797852 63.241 41.6055
15993.164062 63.331 40.2070
15993.530273 63.328 38.6855
15993.896484 63.236 37.2871
15994.262695 63.079 36.2148
15994.628906 62.893 35.5234
15994.995117 62.710 35.0918
15995.361328 62.533 34.7324
15995.727539 62.343 34.3809
15996.093750 62.127 34.1895
15996.459961 61.910 34.3730
15996.826172 61.753 34.9121
15997.192383 61.698 35.4023
15997.558594 61.719 35.3066
15997.924805 61.727 34.4297
15998.291016 61.642 33.1016
15998.657227 61.446 31.9727
15999.023438 61.201 31.5918
15999.389648 61.019 31.9902
15999.755859 60.970 32.5879
16000.122070 61.023 32.6738
16000.488281 61.078 32.0117
16000.854492 61.056 30.9258
16001.220703 60.945 29.9453
16001.586914 60.791 29.3750
16001.953125 60.647 29.1367
16002.319336 60.518 28.9434
16002.685547 60.365 28.6875
16003.051758 60.156 28.6133
16003.417969 59.912 29.1113
16003.784180 59.710 30.3145
16004.150391 59.626 31.8398
16004.516602 59.661 33.0078
16004.882812 59.742 33.3867
16005.249023 59.782 33.0156
16005.615234 59.729 32.2148
16005.981445 59.568 31.3281
16006.347656 59.297 30.6562
16006.713867 58.919 30.5781
16007.080078 58.471 31.6504
16007.446289 58.085 34.3359
16007.812500 57.961 38.2363
16008.178711 58.202 41.6992
16008.544922 58.656 43.0410
16008.911133 59.038 41.9648
16009.277344 59.136 39.4707
16009.643555 58.884 37.1035
16010.009766 58.373 36.3906
16010.375977 57.850 38.1465
16010.742188 57.602 41.5664
16011.108398 57.680 44.5820
16011.474609 57.861 45.9980
16011.840820 57.920 46.4082
16012.207031 57.827 47.2109
16012.573242 57.748 49.2715
16012.939453 57.903 51.9824
16013.305664 58.316 53.6680
16013.671875 58.787 53.3184
16014.038086 59.097 51.3281
16014.404297 59.151 48.8418
16014.770508 58.990 47.0020
16015.136719 58.751 46.4160
16015.502930 58.583 46.8281
16015.869141 58.534 47.3750
16016.235352 58.522 47.4297
16016.601562 58.426 47.1855
16016.967773 58.206 47.4648
16017.333984 57.950 49.1016
16017.700195 57.846 52.1641
16018.066406 58.041 55.4961
16018.432617 58.474 57.5039
16018.798828 58.924 57.4844
16019.165039 59.179 55.9277
16019.531250 59.127 54.0000
16019.897461 58.780 53.1230
16020.263672 58.304 54.5352
16020.629883 58.010 58.3691
16020.996094 58.139 62.7793
16021.362305 58.584 65.3164
16021.728516 59.014 65.2715
16022.094727 59.184 63.6895
16022.460938 59.047 62.1797
16022.827148 58.733 62.0352
16023.193359 58.485 63.4551
16023.559570 58.468 65.1934
16023.925781 58.604 65.7207
16024.291992 58.672 64.7715
16024.658203 58.529 63.3574
16025.024414 58.213 62.8262
16025.390625 57.922 63.8125
16025.756836 57.853 65.5059
16026.123047 57.983 66.3750
16026.489258 58.098 65.9004
16026.855469 58.023 65.0840
16027.221680 57.785 65.5625
16027.587891 57.642 68.2441
16027.954102 57.891 71.9453
16028.320312 58.509 74.1641
16028.686523 59.171 73.8281
16029.052734 59.599 71.8770
16029.418945 59.720 70.0078
16029.785156 59.660 69.6328
16030.151367 59.671 71.0195
16030.517578 59.941 72.8320
16030.883789 60.388 73.2734
16031.250000 60.755 71.7793
16031.616211 60.823 69.1914
16031.982422 60.510 67.0625
16032.348633 59.901 67.1465
16032.714844 59.300 70.6855
16033.081055 59.148 76.8047
16033.447266 59.602 82.1562
16033.813477 60.331 84.2363
16034.179688 60.933 83.2773
16034.545898 61.215 80.8105
16034.912109 61.173 78.4258
16035.278320 60.931 77.2832
16035.644531 60.696 77.7090
16036.010742 60.638 78.9141
16036.376953 60.755 79.6250
16036.743164 60.897 79.3008
16037.109375 60.931 78.4922
16037.475586 60.862 78.2383
16037.841797 60.837 79.1328
16038.208008 61.036 80.5625
16038.574219 61.473 81.0234
16038.940430 61.956 79.5527
16039.306641 62.256 76.4629
16039.672852 62.241 72.9277
16040.039062 61.904 70.4434
16040.405273 61.396 70.3730
16040.771484 61.015 73.1504
16041.137695 61.048 77.3320
16041.503906 61.481 80.4570
16041.870117 62.037 81.3359
16042.236328 62.472 80.4746
16042.602539 62.697 78.9766
16042.968750 62.747 77.7812
16043.334961 62.720 77.3223
16043.701172 62.712 77.4766
16044.067383 62.763 77.7773
16044.433594 62.845 77.8477
16044.799805 62.909 77.6738
16045.166016 62.933 77.5430
16045.532227 62.949 77.7422
16045.898438 63.023 78.2617
16046.264648 63.199 78.7051
16046.630859 63.459 78.5430
16046.997070 63.724 77.4941
16047.363281 63.912 75.7168
16047.729492 63.970 73.6777
16048.095703 63.903 71.9355
16048.461914 63.759 70.9180
16048.828125 63.617 70.7578
16049.194336 63.543 71.2363
16049.560547 63.562 71.9453
16049.926758 63.655 72.5391
16050.292969 63.783 72.8672
16050.659180 63.917 72.9434
16051.025391 64.038 72.8457
16051.391602 64.137 72.6621
16051.757812 64.216 72.4805
16052.124023 64.286 72.3516
16052.490234 64.363 72.2344
16052.856445 64.454 71.9805
16053.222656 64.539 71.4219
16053.588867 64.582 70.5332
16053.955078 64.544 69.5273
16054.321289 64.423 68.7949
16054.687500 64.265 68.7051
16055.053711 64.152 69.3145
16055.419922 64.158 70.2305
16055.786133 64.284 70.8125
16056.152344 64.461 70.6523
16056.518555 64.602 69.8203
16056.884766 64.658 68.7441
16057.250977 64.642 67.9102
16057.617188 64.608 67.5898
16057.983398 64.619 67.7148
16058.349609 64.708 67.9512
16058.715820 64.857 67.9609
16059.082031 65.026 67.6035
16059.448242 65.178 66.9355
16059.814453 65.295 66.0938
16060.180664 65.372 65.1855
16060.546875 65.406 64.2852
16060.913086 65.391 63.4805
16061.279297 65.325 62.9219
16061.645508 65.226 62.7988
16062.011719 65.136 63.2188
16062.377930 65.108 64.0645
16062.744141 65.175 64.9570
16063.110352 65.324 65.4297
16063.476562 65.493 65.1973
16063.842773 65.609 64.3203
16064.208984 65.624 63.1562
16064.575195 65.540 62.1875
16064.941406 65.404 61.8047
16065.307617 65.300 62.0684
16065.673828 65.296 62.6211
16066.040039 65.398 62.8730
16066.406250 65.542 62.4180
16066.772461 65.646 61.2812
16067.138672 65.654 59.8477
16067.504883 65.565 58.6289
16067.871094 65.426 58.0098
16068.237305 65.311 58.0586
16068.603516 65.276 58.4980
16068.969727 65.328 58.9023
16069.335938 65.434 58.9785
16069.702148 65.544 58.6836
