* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_L.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_L.wav
* Measurement: captured_sweep_L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10181.396484 64.345 -115.5303
10181.762695 64.442 -116.0615
10182.128906 64.527 -116.8672
10182.495117 64.574 -117.9248
10182.861328 64.556 -119.0889
10183.227539 64.467 -120.0996
10183.593750 64.326 -120.6680
10183.959961 64.188 -120.6396
10184.326172 64.116 -120.1455
10184.692383 64.144 -119.5957
10185.058594 64.257 -119.4561
10185.424805 64.395 -119.9688
10185.791016 64.496 -121.0703
10186.157227 64.525 -122.4814
10186.523438 64.475 -123.8691
10186.889648 64.371 -124.9658
10187.255859 64.253 -125.6484
10187.622070 64.159 -125.9717
10187.988281 64.115 -126.1309
10188.354492 64.119 -126.3613
10188.720703 64.145 -126.8125
10189.086914 64.163 -127.4775
10189.453125 64.152 -128.2109
10189.819336 64.113 -128.8271
10190.185547 64.065 -129.2070
10190.551758 64.033 -129.3652
10190.917969 64.032 -129.4199
10191.284180 64.058 -129.4922
10191.650391 64.102 -129.6348
10192.016602 64.160 -129.8535
10192.382812 64.231 -130.1855
10192.749023 64.313 -130.7236
10193.115234 64.384 -131.5518
10193.481445 64.413 -132.6289
10193.847656 64.377 -133.7500
10194.213867 64.282 -134.6182
10194.580078 64.166 -135.0205
10194.946289 64.083 -134.9795
10195.312500 64.069 -134.7734
10195.678711 64.120 -134.7500
10196.044922 64.198 -135.0957
10196.411133 64.265 -135.7725
10196.777344 64.305 -136.6357
10197.143555 64.319 -137.5742
10197.509766 64.306 -138.5459
10197.875977 64.263 -139.5039
10198.242188 64.185 -140.3184
10198.608398 64.086 -140.8115
10198.974609 64.009 -140.9150
10199.340820 63.997 -140.8271
10199.707031 64.055 -140.9580
10200.073242 64.135 -141.6357
10200.439453 64.163 -142.8350
10200.805664 64.090 -144.1680
10201.171875 63.924 -145.1094
10201.538086 63.733 -145.3232
10201.904297 63.605 -144.9248
10202.270508 63.585 -144.4570
10202.636719 63.636 -144.4746
10203.002930 63.675 -145.1250
10203.369141 63.640 -146.1123
10203.735352 63.523 -146.9648
10204.101562 63.372 -147.3574
10204.467773 63.254 -147.3164
10204.833984 63.208 -147.1982
10205.200195 63.217 -147.4111
10205.566406 63.226 -148.1338
10205.932617 63.180 -149.2314
10206.298828 63.050 -150.3711
10206.665039 62.849 -151.1738
10207.031250 62.621 -151.3672
10207.397461 62.432 -150.9180
10207.763672 62.340 -150.1055
10208.129883 62.362 -149.4248
10208.496094 62.454 -149.3115
10208.862305 62.541 -149.8828
10209.228516 62.562 -150.9023
10209.594727 62.492 -151.9375
10209.960938 62.360 -152.5869
10210.327148 62.227 -152.7051
10210.693359 62.149 -152.4873
10211.059570 62.138 -152.3262
10211.425781 62.158 -152.5137
10211.791992 62.159 -153.0547
10212.158203 62.111 -153.7383
10212.524414 62.015 -154.3145
10212.890625 61.897 -154.6494
10213.256836 61.783 -154.7559
10213.623047 61.686 -154.7275
10213.989258 61.610 -154.6572
10214.355469 61.554 -154.6172
10214.721680 61.513 -154.6816
10215.087891 61.477 -154.9072
10215.454102 61.428 -155.2920
10215.820312 61.354 -155.7412
10216.186523 61.260 -156.1279
10216.552734 61.162 -156.3984
10216.918945 61.076 -156.6221
10217.285156 60.997 -156.9141
10217.651367 60.904 -157.2725
10218.017578 60.787 -157.5293
10218.383789 60.668 -157.4805
10218.750000 60.596 -157.1328
10219.116211 60.606 -156.8203
10219.482422 60.674 -156.9824
10219.848633 60.725 -157.7773
10220.214844 60.690 -158.9092
10220.581055 60.557 -159.8125
10220.947266 60.386 -160.0234
10221.313477 60.278 -159.5645
10221.679688 60.296 -159.0264
10222.045898 60.404 -159.1201
10222.412109 60.498 -160.1084
10222.778320 60.484 -161.6895
10223.144531 60.327 -163.2705
10223.510742 60.056 -164.2900
10223.876953 59.739 -164.4414
10224.243164 59.456 -163.7510
10224.609375 59.268 -162.5244
10224.975586 59.197 -161.2178
10225.341797 59.231 -160.3203
10225.708008 59.311 -160.2354
10226.074219 59.346 -161.0947
10226.440430 59.235 -162.6211
10226.806641 58.916 -164.1172
10227.172852 58.401 -164.6250
10227.539062 57.812 -163.2891
10227.905273 57.371 -160.0635
10228.271484 57.242 -156.2021
10228.637695 57.367 -153.3701
10229.003906 57.522 -152.1328
10229.370117 57.536 -151.7705
10229.736328 57.386 -151.0957
10230.102539 57.196 -149.2832
10230.468750 57.151 -146.5332
10230.834961 57.329 -144.0352
10231.201172 57.624 -142.8906
10231.567383 57.849 -143.2002
10231.933594 57.878 -144.1982
10232.299805 57.700 -144.8213
10232.666016 57.415 -144.2139
10233.032227 57.195 -142.2188
10233.398438 57.179 -139.6240
10233.764648 57.359 -137.6123
10234.130859 57.602 -136.7852
10234.497070 57.779 -136.8750
10234.863281 57.851 -137.1924
10235.229492 57.868 -137.1934
10235.595703 57.919 -136.8564
10235.961914 58.052 -136.6699
10236.328125 58.223 -137.1660
10236.694336 58.334 -138.4043
10237.060547 58.309 -139.8760
10237.426758 58.149 -140.7803
10237.792969 57.951 -140.4717
10238.159180 57.875 -138.9736
10238.525391 58.030 -137.1748
10238.891602 58.375 -136.2021
10239.257812 58.769 -136.5391
10239.624023 59.081 -137.8828
10239.990234 59.258 -139.5723
10240.356445 59.321 -141.0166
10240.722656 59.330 -141.9316
10241.088867 59.345 -142.3838
10241.455078 59.393 -142.6455
10241.821289 59.460 -142.9590
10242.187500 59.520 -143.4004
10242.553711 59.551 -143.9111
10242.919922 59.546 -144.3936
10243.286133 59.506 -144.7578
10243.652344 59.437 -144.9141
10244.018555 59.354 -144.7598
10244.384766 59.290 -144.2520
10244.750977 59.286 -143.5254
10245.117188 59.367 -142.9395
10245.483398 59.509 -142.9219
10245.849609 59.648 -143.7012
10246.215820 59.709 -145.1553
10246.582031 59.647 -146.8750
10246.948242 59.466 -148.3398
10247.314453 59.222 -149.1416
10247.680664 58.997 -149.2031
10248.046875 58.863 -148.8564
10248.413086 58.831 -148.6465
10248.779297 58.851 -148.9629
10249.145508 58.854 -149.8379
10249.511719 58.793 -151.0156
10249.877930 58.656 -152.1455
10250.244141 58.462 -152.9346
10250.610352 58.247 -153.2158
10250.976562 58.052 -152.9639
10251.342773 57.917 -152.3027
10251.708984 57.868 -151.5020
10252.075195 57.900 -150.9199
10252.441406 57.973 -150.8438
10252.807617 58.026 -151.3330
10253.173828 58.004 -152.1680
10253.540039 57.889 -152.9561
10253.906250 57.704 -153.3193
10254.272461 57.507 -153.0977
10254.638672 57.355 -152.4404
10255.004883 57.267 -151.6963
10255.371094 57.223 -151.1660
10255.737305 57.184 -150.9434
10256.103516 57.122 -150.9600
10256.469727 57.024 -151.1133
10256.835938 56.878 -151.3105
10257.202148 56.674 -151.4033
10257.568359 56.416 -151.1416
10257.934570 56.140 -150.2627
10258.300781 55.917 -148.7334
10258.666992 55.810 -146.9404
10259.033203 55.815 -145.4990
10259.399414 55.855 -144.7686
10259.765625 55.849 -144.5869
10260.131836 55.772 -144.4697
10260.498047 55.668 -144.0557
10260.864258 55.603 -143.4414
10261.230469 55.593 -143.0938
10261.596680 55.571 -143.3438
10261.962891 55.445 -143.9541
10262.329102 55.184 -144.1855
10262.695312 54.865 -143.2559
10263.061523 54.657 -141.0303
10263.427734 54.697 -138.4404
10263.793945 54.949 -136.8301
10264.160156 55.238 -136.7803
10264.526367 55.402 -137.8662
10264.892578 55.382 -139.2002
10265.258789 55.211 -139.9717
10265.625000 54.980 -139.7432
10265.991211 54.788 -138.5410
10266.357422 54.703 -136.7314
10266.723633 54.744 -134.7939
10267.089844 54.896 -133.1875
10267.456055 55.104 -132.2686
10267.822266 55.284 -132.1328
10268.188477 55.352 -132.4541
10268.554688 55.277 -132.5244
10268.920898 55.125 -131.5840
10269.287109 55.056 -129.4521
10269.653320 55.209 -127.0283
10270.019531 55.547 -125.7324
10270.385742 55.865 -126.1943
10270.751953 55.966 -127.8154
10271.118164 55.773 -129.2549
10271.484375 55.375 -129.0889
10271.850586 55.022 -126.6592
10272.216797 54.981 -123.0156
10272.583008 55.261 -120.3105
10272.949219 55.606 -119.6309
10273.315430 55.773 -120.3232
10273.681641 55.696 -120.9658
10274.047852 55.480 -120.3613
10274.414062 55.333 -118.3008
10274.780273 55.395 -115.7783
10275.146484 55.612 -114.0049
10275.512695 55.825 -113.2266
10275.878906 55.939 -112.7852
10276.245117 55.993 -111.9512
10276.611328 56.093 -110.6426
10276.977539 56.293 -109.4863
10277.343750 56.523 -109.0908
10277.709961 56.666 -109.3545
10278.076172 56.665 -109.5205
10278.442383 56.586 -108.7881
10278.808594 56.586 -107.0615
10279.174805 56.771 -105.2598
10279.541016 57.071 -104.5293
10279.907227 57.300 -105.1240
10280.273438 57.314 -106.2344
10280.639648 57.102 -106.5381
10281.005859 56.826 -104.9531
10281.372070 56.753 -101.6133
10281.738281 57.037 -98.2275
10282.104492 57.547 -96.5723
10282.470703 58.018 -96.9033
10282.836914 58.286 -98.2461
10283.203125 58.343 -99.3564
10283.569336 58.307 -99.4082
10283.935547 58.341 -98.4385
10284.301758 58.533 -97.2832
10284.667969 58.828 -96.7871
10285.034180 59.111 -97.0840
10285.400391 59.311 -97.6875
10285.766602 59.451 -98.0391
10286.132812 59.607 -97.9932
10286.499023 59.833 -97.9258
10286.865234 60.102 -98.3418
10287.231445 60.331 -99.3662
10287.597656 60.451 -100.6123
10287.963867 60.463 -101.4453
10288.330078 60.445 -101.4160
10288.696289 60.509 -100.6357
10289.062500 60.718 -99.7949
10289.428711 61.028 -99.6475
10289.794922 61.330 -100.4443
10290.161133 61.534 -101.8799
10290.527344 61.607 -103.3916
10290.893555 61.579 -104.4727
10291.259766 61.514 -104.8809
10291.625977 61.479 -104.6934
10291.992188 61.513 -104.2109
10292.358398 61.618 -103.7520
10292.724609 61.774 -103.5352
10293.090820 61.958 -103.6670
10293.457031 62.144 -104.1953
10293.823242 62.306 -105.1064
10294.189453 62.416 -106.2920
10294.555664 62.458 -107.5459
10294.921875 62.438 -108.6172
10295.288086 62.383 -109.3047
10295.654297 62.336 -109.5703
10296.020508 62.331 -109.5664
10296.386719 62.378 -109.5518
10296.752930 62.454 -109.7197
10297.119141 62.530 -110.0918
10297.485352 62.584 -110.5342
10297.851562 62.622 -110.8867
10298.217773 62.665 -111.0889
10298.583984 62.732 -111.2285
10298.950195 62.825 -111.4746
10299.316406 62.919 -111.9326
10299.682617 62.990 -112.5518
10300.048828 63.026 -113.1650
10300.415039 63.040 -113.6172
10300.781250 63.059 -113.8926
10301.147461 63.099 -114.1260
10301.513672 63.150 -114.4795
10301.879883 63.185 -114.9707
10302.246094 63.188 -115.4365
10302.612305 63.173 -115.6660
10302.978516 63.183 -115.6211
10303.344727 63.254 -115.5518
10303.710938 63.375 -115.8438
10304.077148 63.487 -116.6992
10304.443359 63.527 -117.9453
10304.809570 63.468 -119.1230
10305.175781 63.348 -119.7773
10305.541992 63.246 -119.7764
10305.908203 63.232 -119.4766
10306.274414 63.301 -119.4658
10306.640625 63.381 -120.0635
10307.006836 63.389 -121.0732
10307.373047 63.298 -121.9512
10307.739258 63.153 -122.1982
10308.105469 63.047 -121.7334
10308.471680 63.047 -121.0107
10308.837891 63.139 -120.6562
10309.204102 63.239 -120.9385
10309.570312 63.273 -121.6074
10309.936523 63.227 -122.1611
10310.302734 63.149 -122.2471
10310.668945 63.111 -121.9307
10311.035156 63.144 -121.6416
10311.401367 63.209 -121.7852
10311.767578 63.232 -122.3789
10312.133789 63.164 -123.0430
10312.500000 63.019 -123.2520
10312.866211 62.868 -122.6826
10313.232422 62.806 -121.4795
10313.598633 62.881 -120.2295
10313.964844 63.059 -119.5654
10314.331055 63.251 -119.7451
10314.697266 63.374 -120.5664
10315.063477 63.387 -121.5518
10315.429688 63.302 -122.1797
10315.795898 63.180 -122.0908
10316.162109 63.105 -121.2822
10316.528320 63.140 -120.1670
10316.894531 63.282 -119.3438
10317.260742 63.462 -119.1924
10317.626953 63.594 -119.6455
10317.993164 63.624 -120.2666
10318.359375 63.562 -120.5088
10318.725586 63.472 -120.0078
10319.091797 63.444 -118.8232
10319.458008 63.531 -117.4404
10319.824219 63.714 -116.4248
10320.190430 63.924 -116.0283
10320.556641 64.098 -116.1084
10320.922852 64.211 -116.3291
10321.289062 64.282 -116.4082
10321.655273 64.347 -116.2539
10322.021484 64.437 -115.9648
10322.387695 64.560 -115.7139
10322.753906 64.707 -115.6455
10323.120117 64.861 -115.8262
10323.486328 65.002 -116.2490
10323.852539 65.113 -116.8379
10324.218750 65.183 -117.4395
10324.584961 65.219 -117.8613
10324.951172 65.250 -117.9570
10325.317383 65.317 -117.7480
10325.683594 65.450 -117.4658
10326.049805 65.642 -117.4238
10326.416016 65.856 -117.8135
10326.782227 66.045 -118.5850
10327.148438 66.186 -119.5156
10327.514648 66.285 -120.3701
10327.880859 66.368 -121.0469
10328.247070 66.457 -121.6055
10328.613281 66.556 -122.1807
10328.979492 66.647 -122.8350
10329.345703 66.717 -123.4961
10329.711914 66.768 -124.0244
10330.078125 66.823 -124.3418
10330.444336 66.910 -124.5322
10330.810547 67.040 -124.8223
10331.176758 67.195 -125.4414
10331.542969 67.333 -126.4717
10331.909180 67.416 -127.7861
10332.275391 67.425 -129.1074
10332.641602 67.375 -130.1270
10333.007812 67.308 -130.6562
10333.374023 67.280 -130.7520
10333.740234 67.327 -130.7246
10334.106445 67.438 -130.9609
10334.472656 67.566 -131.6729
10334.838867 67.654 -132.7695
10335.205078 67.678 -133.9434
10335.571289 67.654 -134.8672
10335.937500 67.628 -135.4150
10336.303711 67.646 -135.7598
10336.669922 67.713 -136.2393
10337.036133 67.787 -137.0801
10337.402344 67.817 -138.2041
10337.768555 67.780 -139.2871
10338.134766 67.699 -139.9883
10338.500977 67.634 -140.2070
10338.867188 67.634 -140.1992
10339.233398 67.702 -140.4014
10339.599609 67.787 -141.0898
10339.965820 67.828 -142.1973
10340.332031 67.792 -143.3926
10340.698242 67.693 -144.3242
10341.064453 67.574 -144.8154
10341.430664 67.479 -144.9453
10341.796875 67.427 -144.9365
10342.163086 67.408 -144.9658
10342.529297 67.404 -145.0664
10342.895508 67.412 -145.2109
10343.261719 67.436 -145.4229
10343.627930 67.470 -145.7979
10343.994141 67.491 -146.3896
10344.360352 67.470 -147.0850
10344.726562 67.397 -147.6064
10345.092773 67.303 -147.6709
10345.458984 67.248 -147.2305
10345.825195 67.286 -146.5996
10346.191406 67.414 -146.2891
10346.557617 67.568 -146.6260
10346.923828 67.671 -147.5264
10347.290039 67.680 -148.5791
10347.656250 67.607 -149.3057
10348.022461 67.514 -149.4336
10348.388672 67.471 -149.0752
10348.754883 67.511 -148.6533
10349.121094 67.608 -148.5771
10349.487305 67.702 -148.9639
10349.853516 67.749 -149.6279
10350.219727 67.741 -150.2744
10350.585938 67.699 -150.6992
10350.952148 67.655 -150.8779
10351.318359 67.628 -150.9102
10351.684570 67.616 -150.8916
10352.050781 67.617 -150.8408
10352.416992 67.634 -150.7490
10352.783203 67.679 -150.6699
10353.149414 67.753 -150.7383
10353.515625 67.838 -151.0742
10353.881836 67.904 -151.6680
10354.248047 67.933 -152.3652
10354.614258 67.926 -152.9600
10354.980469 67.910 -153.3291
10355.346680 67.911 -153.5068
10355.712891 67.942 -153.6367
10356.079102 67.997 -153.8447
10356.445312 68.060 -154.1572
10356.811523 68.124 -154.5342
10357.177734 68.192 -154.9531
10357.543945 68.264 -155.4512
10357.910156 68.330 -156.0625
10358.276367 68.373 -156.7393
10358.642578 68.389 -157.3398
10359.008789 68.392 -157.7188
10359.375000 68.414 -157.8682
10359.741211 68.478 -157.9619
10360.107422 68.577 -158.2461
10360.473633 68.678 -158.8428
10360.839844 68.747 -159.6699
10361.206055 68.771 -160.5166
10361.572266 68.768 -161.2188
10361.938477 68.763 -161.7744
10362.304688 68.768 -162.3193
10362.670898 68.768 -162.9678
10363.037109 68.739 -163.6738
10363.403320 68.675 -164.2471
10363.769531 68.596 -164.4980
10364.135742 68.545 -164.4121
10364.501953 68.553 -164.1982
10364.868164 68.618 -164.1436
10365.234375 68.709 -164.4102
10365.600586 68.796 -164.9688
10365.966797 68.865 -165.6875
10366.333008 68.920 -166.4707
10366.699219 68.968 -167.3164
10367.065430 69.005 -168.2500
10367.431641 69.019 -169.2344
10367.797852 69.005 -170.1406
10368.164062 68.979 -170.8398
10368.530273 68.970 -171.3242
10368.896484 68.999 -171.7598
10369.262695 69.058 -172.3779
10369.628906 69.113 -173.2959
10369.995117 69.126 -174.4160
10370.361328 69.081 -175.4795
10370.727539 68.998 -176.2285
10371.093750 68.917 -176.5732
10371.459961 68.878 -176.6553
10371.826172 68.891 -176.7529
10372.192383 68.930 -177.0752
10372.558594 68.963 -177.6348
10372.924805 68.968 -178.2812
10373.291016 68.954 -178.8408
10373.657227 68.943 -179.2666
10374.023438 68.957 -179.6699
10374.389648 68.991 179.7686
10374.755859 69.019 178.9570
10375.122070 69.010 177.9775
10375.488281 68.955 177.0469
10375.854492 68.870 176.3789
10376.220703 68.791 176.0459
10376.586914 68.752 175.9150
10376.953125 68.760 175.7422
10377.319336 68.794 175.3467
10377.685547 68.822 174.7188
10378.051758 68.827 173.9814
10378.417969 68.812 173.2607
10378.784180 68.789 172.5918
10379.150391 68.765 171.9219
10379.516602 68.729 171.2188
10379.882812 68.671 170.5537
10380.249023 68.595 170.0664
10380.615234 68.527 169.8389
10380.981445 68.500 169.7646
10381.347656 68.522 169.5830
10381.713867 68.565 169.0684
10382.080078 68.584 168.2207
10382.446289 68.552 167.2705
10382.812500 68.479 166.5039
10383.178711 68.403 166.0459
10383.544922 68.363 165.7529
10383.911133 68.363 165.3457
10384.277344 68.366 164.6611
10384.643555 68.336 163.8096
10385.009766 68.264 163.0723
10385.375977 68.184 162.6582
10385.742188 68.144 162.5010
10386.108398 68.165 162.2715
10386.474609 68.217 161.6494
10386.840820 68.243 160.5918
10387.207031 68.200 159.3545
10387.573242 68.089 158.3105
10387.939453 67.950 157.6953
10388.305664 67.836 157.4629
10388.671875 67.772 157.3379
10389.038086 67.740 157.0430
10389.404297 67.704 156.5078
10389.770508 67.634 155.8730
10390.136719 67.529 155.3486
10390.502930 67.409 155.0654
10390.869141 67.300 155.0264
10391.235352 67.219 155.1436
10391.601562 67.172 155.3086
10391.967773 67.159 155.4189
10392.333984 67.177 155.3662
10392.700195 67.210 155.0410
10393.066406 67.235 154.3936
10393.432617 67.222 153.4980
10393.798828 67.155 152.5439
10394.165039 67.039 151.7559
10394.531250 66.903 151.2715
10394.897461 66.778 151.0654
10395.263672 66.682 150.9785
10395.629883 66.606 150.8496
10395.996094 66.530 150.6455
10396.362305 66.440 150.4785
10396.728516 66.345 150.4922
10397.094727 66.276 150.7227
10397.460938 66.258 151.0166
10397.827148 66.294 151.1016
10398.193359 66.350 150.7637
10398.559570 66.379 150.0010
10398.925781 66.344 149.0381
10399.291992 66.238 148.2227
10399.658203 66.096 147.8545
10400.024414 65.978 147.9990
10400.390625 65.932 148.4014
10400.756836 65.964 148.6357
10401.123047 66.026 148.4072
10401.489258 66.055 147.7666
10401.855469 66.015 147.0635
10402.221680 65.925 146.7021
10402.587891 65.846 146.8545
10402.954102 65.838 147.3008
10403.320312 65.914 147.5596
10403.686523 66.022 147.2773
10404.052734 66.093 146.4844
10404.418945 66.087 145.5215
10404.785156 66.017 144.7646
10405.151367 65.932 144.3564
10405.517578 65.870 144.1270
10405.883789 65.828 143.7852
10406.250000 65.764 143.2344
10406.616211 65.642 142.7051
10406.982422 65.477 142.5801
10407.348633 65.337 143.0410
10407.714844 65.297 143.7949
10408.081055 65.370 144.1963
10408.447266 65.484 143.7607
10408.813477 65.537 142.5361
10409.179688 65.470 141.0225
10409.545898 65.293 139.8398
10409.912109 65.079 139.3604
10410.278320 64.917 139.4668
10410.644531 64.843 139.6611
10411.010742 64.819 139.5029
10411.376953 64.773 138.9893
10411.743164 64.668 138.5039
10412.109375 64.534 138.4766
10412.475586 64.448 139.0000
10412.841797 64.471 139.6816
10413.208008 64.594 139.9170
10413.574219 64.738 139.3643
10413.940430 64.817 138.1455
10414.306641 64.782 136.7051
10414.672852 64.637 135.5498
10415.039062 64.430 135.0488
10415.405273 64.233 135.2930
10415.771484 64.110 136.0625
10416.137695 64.088 136.9277
10416.503906 64.149 137.4453
10416.870117 64.238 137.3604
10417.236328 64.291 136.6992
10417.602539 64.261 135.7402
10417.968750 64.137 134.9014
10418.334961 63.958 134.5537
10418.701172 63.790 134.8037
10419.067383 63.695 135.3760
10419.433594 63.679 135.7803
10419.799805 63.688 135.6973
10420.166016 63.654 135.2207
10420.532227 63.550 134.7471
10420.898438 63.407 134.6533
10421.264648 63.292 134.9775
10421.630859 63.246 135.3535
10421.997070 63.244 135.3291
10422.363281 63.210 134.7988
10422.729492 63.083 134.1270
10423.095703 62.869 133.9004
10423.461914 62.649 134.5088
10423.828125 62.533 135.7578
10424.194336 62.570 136.8926
10424.560547 62.701 137.1748
10424.926758 62.806 136.4395
10425.292969 62.796 135.0918
10425.659180 62.646 133.7783
10426.025391 62.401 133.0430
10426.391602 62.141 133.1064
10426.757812 61.945 133.7891
10427.124023 61.849 134.6650
10427.490234 61.838 135.3340
10427.856445 61.874 135.5889
10428.222656 61.916 135.4004
10428.588867 61.930 134.8535
10428.955078 61.891 134.1240
10429.321289 61.789 133.4736
10429.687500 61.641 133.1865
10430.053711 61.492 133.4199
10430.419922 61.395 134.0547
10430.786133 61.370 134.7217
10431.152344 61.381 135.0889
10431.518555 61.364 135.1621
10431.884766 61.282 135.3232
10432.250977 61.166 136.0449
10432.617188 61.108 137.4492
10432.983398 61.189 139.0205
10433.349609 61.393 139.9102
10433.715820 61.600 139.6543
10434.082031 61.678 138.5430
10434.448242 61.565 137.4082
10434.814453 61.308 137.1719
10435.180664 61.052 138.2959
10435.546875 60.959 140.2939
10435.913086 61.066 141.9639
10436.279297 61.249 142.4424
10436.645508 61.342 141.8643
10437.011719 61.261 141.0850
10437.377930 61.039 141.0732
10437.744141 60.812 142.3369
10438.110352 60.730 144.5410
10438.476562 60.847 146.7236
10438.842773 61.087 148.1104
10439.208984 61.339 148.6172
10439.575195 61.542 148.6143
10439.941406 61.695 148.4814
10440.307617 61.821 148.3877
10440.673828 61.941 148.3291
10441.040039 62.058 148.2764
10441.406250 62.175 148.2441
10441.772461 62.302 148.2197
10442.138672 62.444 148.1025
10442.504883 62.586 147.7666
10442.871094 62.698 147.2227
10443.237305 62.756 146.6875
10443.603516 62.775 146.4697
10443.969727 62.811 146.7041
10444.335938 62.921 147.1621
10444.702148 63.115 147.3516
10445.068359 63.336 146.9189
10445.434570 63.510 145.9307
10445.800781 63.599 144.8037
10446.166992 63.626 143.9893
10446.533203 63.663 143.6357
10446.899414 63.772 143.4316
10447.265625 63.949 142.8398
10447.631836 64.125 141.5488
10447.998047 64.217 139.7070
10448.364258 64.185 137.8154
10448.730469 64.049 136.4307
10449.096680 63.887 135.8633
10449.462891 63.787 135.9727
10449.829102 63.790 136.2529
10450.195312 63.868 136.2178
10450.561523 63.959 135.7275
10450.927734 64.017 134.9785
10451.293945 64.044 134.2490
10451.660156 64.068 133.6592
10452.026367 64.120 133.0898
10452.392578 64.199 132.3135
10452.758789 64.274 131.1914
10453.125000 64.311 129.7793
10453.491211 64.289 128.2734
10453.857422 64.213 126.8906
10454.223633 64.100 125.7705
10454.589844 63.973 124.9629
10454.956055 63.849 124.4697
10455.322266 63.748 124.2725
10455.688477 63.690 124.2959
10456.054688 63.689 124.3643
10456.420898 63.741 124.2285
10456.787109 63.812 123.7041
10457.153320 63.856 122.8096
10457.519531 63.839 121.7695
10457.885742 63.763 120.8955
10458.251953 63.660 120.3994
10458.618164 63.575 120.2705
10458.984375 63.535 120.2959
10459.350586 63.536 120.2285
10459.716797 63.553 119.9473
10460.083008 63.566 119.4717
10460.449219 63.565 118.8613
10460.815430 63.547 118.1387
10461.181641 63.502 117.3242
10461.547852 63.419 116.5205
10461.914062 63.299 115.9277
10462.280273 63.175 115.7246
10462.646484 63.096 115.8750
10463.012695 63.096 116.0586
10463.378906 63.157 115.8740
10463.745117 63.215 115.1738
10464.111328 63.215 114.1943
10464.477539 63.148 113.3809
10464.843750 63.066 113.0586
10465.209961 63.040 113.1416
10465.576172 63.102 113.1641
10465.942383 63.208 112.6719
10466.308594 63.278 111.6270
10466.674805 63.255 110.4277
10467.041016 63.149 109.6084
10467.407227 63.031 109.4668
10467.773438 62.984 109.8047
10468.139648 63.030 110.0605
10468.505859 63.116 109.7939
10468.872070 63.160 109.0361
10469.238281 63.121 108.2129
10469.604492 63.026 107.7988
10469.970703 62.950 107.9424
10470.336914 62.962 108.3125
10470.703125 63.060 108.3379
10471.069336 63.177 107.6777
10471.435547 63.229 106.4707
10471.801758 63.180 105.2051
10472.167969 63.058 104.4082
10472.534180 62.941 104.3262
10472.900391 62.917 104.7256
10473.266602 63.014 105.0068
10473.632812 63.184 104.6377
10473.999023 63.339 103.5020
10474.365234 63.407 101.9043
10474.731445 63.366 100.3486
10475.097656 63.249 99.2939
10475.463867 63.124 98.9395
10475.830078 63.063 99.1143
10476.196289 63.094 99.3701
10476.562500 63.191 99.2832
10476.928711 63.295 98.7080
10477.294922 63.358 97.7979
10477.661133 63.371 96.8281
10478.027344 63.355 95.9854
10478.393555 63.342 95.2354
10478.759766 63.342 94.3721
10479.125977 63.330 93.2217
10479.492188 63.264 91.8418
10479.858398 63.120 90.5459
10480.224609 62.922 89.7432
10480.590820 62.746 89.6309
10480.957031 62.677 89.9326
10481.323242 62.741 89.9854
10481.689453 62.876 89.2178
10482.055664 62.978 87.5771
10482.421875 62.974 85.5068
10482.788086 62.860 83.6348
10483.154297 62.701 82.3975
10483.520508 62.583 81.7598
10483.886719 62.554 81.2500
10484.252930 62.577 80.3838
10484.619141 62.573 79.0986
10484.985352 62.491 77.7910
10485.351562 62.350 76.9873
10485.717773 62.233 76.9102
10486.083984 62.222 77.2148
10486.450195 62.326 77.2051
10486.816406 62.465 76.4092
10487.182617 62.539 74.9131
10487.548828 62.494 73.2227
10487.915039 62.346 71.9092
10488.281250 62.167 71.2822
10488.647461 62.039 71.2217
10489.013672 62.001 71.2705
10489.379883 62.032 70.9854
10489.746094 62.080 70.2041
10490.112305 62.102 69.0303
10490.478516 62.087 67.6602
10490.844727 62.039 66.2324
10491.210938 61.969 64.7891
10491.577148 61.879 63.3350
10491.943359 61.765 61.9102
10492.309570 61.623 60.6201
10492.675781 61.465 59.6064
10493.041992 61.318 58.9580
10493.408203 61.219 58.6182
10493.774414 61.192 58.3486
10494.140625 61.230 57.8213
10494.506836 61.290 56.8027
10494.873047 61.313 55.3066
10495.239258 61.254 53.6006
10495.605469 61.105 52.0908
10495.971680 60.900 51.1289
10496.337891 60.704 50.8145
10496.704102 60.573 50.9238
10497.070312 60.522 51.0518
10497.436523 60.520 50.9062
10497.802734 60.527 50.4473
10498.168945 60.524 49.7910
10498.535156 60.514 49.0205
10498.901367 60.502 48.1016
10499.267578 60.475 46.9756
10499.633789 60.409 45.7129
10500.000000 60.295 44.5508
10500.366211 60.160 43.7539
10500.732422 60.062 43.3623
10501.098633 60.051 43.0605
10501.464844 60.116 42.3564
10501.831055 60.190 40.9658
10502.197266 60.192 39.0479
10502.563477 60.083 37.1045
