* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_L.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_L.wav
* Measurement: captured_sweep_L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4363.403320 65.642 -16.4727
4363.769531 65.690 -19.0420
4364.135742 65.692 -21.8198
4364.501953 65.642 -24.5396
4364.868164 65.564 -26.9927
4365.234375 65.493 -29.1548
4365.600586 65.453 -31.1797
4365.966797 65.438 -33.2515
4366.333008 65.427 -35.4346
4366.699219 65.401 -37.6533
4367.065430 65.363 -39.7935
4367.431641 65.326 -41.8203
4367.797852 65.300 -43.8062
4368.164062 65.278 -45.8379
4368.530273 65.244 -47.9126
4368.896484 65.192 -49.9341
4369.262695 65.134 -51.8096
4369.628906 65.088 -53.5679
4369.995117 65.064 -55.3623
4370.361328 65.041 -57.3364
4370.727539 64.989 -59.4736
4371.093750 64.885 -61.5688
4371.459961 64.742 -63.3604
4371.826172 64.599 -64.7251
4372.192383 64.500 -65.7944
4372.558594 64.454 -66.8691
4372.924805 64.433 -68.1826
4373.291016 64.396 -69.7363
4373.657227 64.318 -71.3462
4374.023438 64.203 -72.8159
4374.389648 64.071 -74.0757
4374.755859 63.930 -75.1660
4375.122070 63.776 -76.1099
4375.488281 63.600 -76.8081
4375.854492 63.422 -77.1064
4376.220703 63.281 -76.9990
4376.586914 63.212 -76.7617
4376.953125 63.202 -76.8018
4377.319336 63.185 -77.3086
4377.685547 63.097 -78.0552
4378.051758 62.921 -78.5264
4378.417969 62.712 -78.2769
4378.784180 62.563 -77.3125
4379.150391 62.533 -76.1699
4379.516602 62.584 -75.4624
4379.882812 62.620 -75.3066
4380.249023 62.573 -75.2305
4380.615234 62.464 -74.5552
4380.981445 62.398 -72.9546
4381.347656 62.488 -70.8320
4381.713867 62.752 -69.0688
4382.080078 63.097 -68.2554
4382.446289 63.409 -68.2861
4382.812500 63.638 -68.6265
4383.178711 63.810 -68.7915
4383.544922 63.985 -68.6665
4383.911133 64.202 -68.5039
4384.277344 64.444 -68.6094
4384.643555 64.664 -69.0264
4385.009766 64.833 -69.5063
4385.375977 64.966 -69.7524
4385.742188 65.112 -69.6929
4386.108398 65.307 -69.5698
4386.474609 65.540 -69.7290
4386.840820 65.759 -70.3013
4387.207031 65.917 -71.0820
4387.573242 66.007 -71.6821
4387.939453 66.076 -71.8096
4388.305664 66.190 -71.5029
4388.671875 66.387 -71.1367
4389.038086 66.649 -71.1396
4389.404297 66.916 -71.6768
4389.770508 67.137 -72.5776
4390.136719 67.297 -73.5098
4390.502930 67.420 -74.2017
4390.869141 67.549 -74.5962
4391.235352 67.713 -74.8486
4391.601562 67.912 -75.1831
4391.967773 68.124 -75.7212
4392.333984 68.322 -76.4253
4392.700195 68.497 -77.1616
4393.066406 68.653 -77.8037
4393.432617 68.810 -78.3105
4393.798828 68.979 -78.7295
4394.165039 69.166 -79.1509
4394.531250 69.364 -79.6484
4394.897461 69.562 -80.2451
4395.263672 69.753 -80.9150
4395.629883 69.934 -81.6108
4395.996094 70.107 -82.2944
4396.362305 70.281 -82.9614
4396.728516 70.458 -83.6436
4397.094727 70.640 -84.3896
4397.460938 70.820 -85.2324
4397.827148 70.989 -86.1626
4398.193359 71.143 -87.1338
4398.559570 71.283 -88.0889
4398.925781 71.418 -88.9985
4399.291992 71.553 -89.8770
4399.658203 71.691 -90.7593
4400.024414 71.828 -91.6650
4400.390625 71.962 -92.5776
4400.756836 72.094 -93.4634
4401.123047 72.232 -94.3149
4401.489258 72.382 -95.1792
4401.855469 72.543 -96.1372
4402.221680 72.701 -97.2402
4402.587891 72.842 -98.4600
4402.954102 72.957 -99.6914
4403.320312 73.052 -100.8179
4403.686523 73.145 -101.7905
4404.052734 73.254 -102.6719
4404.418945 73.384 -103.5962
4404.785156 73.521 -104.6729
4405.151367 73.646 -105.9087
4405.517578 73.743 -107.2065
4405.883789 73.816 -108.4399
4406.250000 73.879 -109.5420
4406.616211 73.950 -110.5474
4406.982422 74.033 -111.5571
4407.348633 74.119 -112.6533
4407.714844 74.193 -113.8301
4408.081055 74.249 -115.0054
4408.447266 74.293 -116.0894
4408.813477 74.338 -117.0601
4409.179688 74.398 -117.9854
4409.545898 74.472 -118.9717
4409.912109 74.546 -120.0820
4410.278320 74.605 -121.2866
4410.644531 74.641 -122.4863
4411.010742 74.662 -123.5850
4411.376953 74.684 -124.5552
4411.743164 74.719 -125.4546
4412.109375 74.768 -126.3818
4412.475586 74.821 -127.4048
4412.841797 74.865 -128.5166
4413.208008 74.892 -129.6504
4413.574219 74.903 -130.7280
4413.940430 74.907 -131.7061
4414.306641 74.914 -132.5957
4414.672852 74.928 -133.4395
4415.039062 74.947 -134.2769
4415.405273 74.967 -135.1172
4415.771484 74.986 -135.9429
4416.137695 75.003 -136.7324
4416.503906 75.025 -137.4844
4416.870117 75.054 -138.2246
4417.236328 75.088 -138.9912
4417.602539 75.124 -139.8115
4417.968750 75.154 -140.6816
4418.334961 75.172 -141.5664
4418.701172 75.179 -142.4141
4419.067383 75.179 -143.1851
4419.433594 75.182 -143.8716
4419.799805 75.194 -144.5049
4420.166016 75.220 -145.1421
4420.532227 75.255 -145.8389
4420.898438 75.294 -146.6255
4421.264648 75.328 -147.5024
4421.630859 75.354 -148.4478
4421.997070 75.370 -149.4351
4422.363281 75.374 -150.4434
4422.729492 75.368 -151.4546
4423.095703 75.351 -152.4468
4423.461914 75.325 -153.3955
4423.828125 75.294 -154.2798
4424.194336 75.263 -155.0957
4424.560547 75.237 -155.8618
4424.926758 75.217 -156.6099
4425.292969 75.202 -157.3672
4425.659180 75.188 -158.1396
4426.025391 75.170 -158.9136
4426.391602 75.149 -159.6631
4426.757812 75.127 -160.3701
4427.124023 75.107 -161.0322
4427.490234 75.092 -161.6641
4427.856445 75.082 -162.2881
4428.222656 75.077 -162.9282
4428.588867 75.073 -163.5977
4428.955078 75.066 -164.2930
4429.321289 75.051 -164.9912
4429.687500 75.031 -165.6597
4430.053711 75.008 -166.2734
4430.419922 74.991 -166.8354
4430.786133 74.983 -167.3848
4431.152344 74.984 -167.9741
4431.518555 74.987 -168.6362
4431.884766 74.984 -169.3594
4432.250977 74.971 -170.0933
4432.617188 74.953 -170.7876
4432.983398 74.938 -171.4316
4433.349609 74.932 -172.0684
4433.715820 74.936 -172.7622
4434.082031 74.940 -173.5498
4434.448242 74.933 -174.4058
4434.814453 74.910 -175.2607
4435.180664 74.879 -176.0464
4435.546875 74.848 -176.7461
4435.913086 74.826 -177.4004
4436.279297 74.814 -178.0728
4436.645508 74.804 -178.7983
4437.011719 74.790 -179.5620
4437.377930 74.769 179.6797
4437.744141 74.748 178.9531
4438.110352 74.732 178.2358
4438.476562 74.724 177.4697
4438.842773 74.715 176.6030
4439.208984 74.695 175.6357
4439.575195 74.656 174.6226
4439.941406 74.596 173.6445
4440.307617 74.524 172.7593
4440.673828 74.453 171.9697
4441.040039 74.390 171.2261
4441.406250 74.336 170.4575
4441.772461 74.284 169.6162
4442.138672 74.223 168.7041
4442.504883 74.147 167.7705
4442.871094 74.056 166.8887
4443.237305 73.958 166.1143
4443.603516 73.866 165.4497
4443.969727 73.791 164.8330
4444.335938 73.734 164.1631
4444.702148 73.683 163.3545
4445.068359 73.622 162.3945
4445.434570 73.535 161.3584
4445.800781 73.420 160.3721
4446.166992 73.289 159.5371
4446.533203 73.160 158.8662
4446.899414 73.049 158.2666
4447.265625 72.955 157.6011
4447.631836 72.861 156.7856
4447.998047 72.745 155.8496
4448.364258 72.598 154.9106
4448.730469 72.426 154.0942
4449.096680 72.245 153.4487
4449.462891 72.069 152.9233
4449.829102 71.901 152.4243
4450.195312 71.730 151.9028
4450.561523 71.544 151.3994
4450.927734 71.344 151.0049
4451.293945 71.141 150.7739
4451.660156 70.950 150.6665
4452.026367 70.775 150.5771
4452.392578 70.603 150.4287
4452.758789 70.416 150.2505
4453.125000 70.209 150.1597
4453.491211 69.992 150.2676
4453.857422 69.788 150.5762
4454.223633 69.610 150.9668
4454.589844 69.451 151.2925
4454.956055 69.287 151.5103
4455.322266 69.101 151.7217
4455.688477 68.893 152.0981
4456.054688 68.686 152.7432
4456.420898 68.509 153.5996
4456.787109 68.374 154.4829
4457.153320 68.266 155.2197
4457.519531 68.158 155.7798
4457.885742 68.030 156.2881
4458.251953 67.884 156.9248
4458.618164 67.745 157.7920
4458.984375 67.642 158.8345
4459.350586 67.587 159.8691
4459.716797 67.570 160.7090
4460.083008 67.562 161.2822
4460.449219 67.538 161.6724
4460.815430 67.488 162.0537
4461.181641 67.425 162.5820
4461.547852 67.375 163.2954
4461.914062 67.357 164.0879
4462.280273 67.369 164.7974
4462.646484 67.391 165.3398
4463.012695 67.400 165.7876
4463.378906 67.392 166.3125
4463.745117 67.392 167.0317
4464.111328 67.430 167.8696
4464.477539 67.519 168.5708
4464.843750 67.631 168.8882
4465.209961 67.718 168.7964
4465.576172 67.744 168.5264
4465.942383 67.710 168.4150
4466.308594 67.659 168.6660
4466.674805 67.644 169.1846
4467.041016 67.682 169.6309
4467.407227 67.743 169.7012
4467.773438 67.774 169.3779
4468.139648 67.739 168.9302
4468.505859 67.649 168.7026
4468.872070 67.551 168.8608
4469.238281 67.493 169.2588
4469.604492 67.486 169.5610
4469.970703 67.495 169.5317
4470.336914 67.474 169.2144
4470.703125 67.402 168.8638
4471.069336 67.293 168.7373
4471.435547 67.185 168.9121
4471.801758 67.104 169.2598
4472.167969 67.051 169.5908
4472.534180 67.005 169.8223
4472.900391 66.948 170.0181
4473.266602 66.878 170.2896
4473.632812 66.809 170.6807
4473.999023 66.747 171.1499
4474.365234 66.690 171.6450
4474.731445 66.629 172.1792
4475.097656 66.564 172.8159
4475.463867 66.505 173.5830
4475.830078 66.462 174.4233
4476.196289 66.433 175.2402
4476.562500 66.402 176.0049
4476.928711 66.358 176.7979
4477.294922 66.307 177.7393
4477.661133 66.271 178.8574
4478.027344 66.269 -179.9629
4478.393555 66.296 -178.8931
4478.759766 66.327 -178.0034
4479.125977 66.340 -177.1929
4479.492188 66.337 -176.2725
4479.858398 66.345 -175.1270
4480.224609 66.396 -173.8247
4480.590820 66.505 -172.5854
4480.957031 66.658 -171.6230
4481.323242 66.825 -171.0181
4481.689453 66.977 -170.6992
4482.055664 67.104 -170.5186
4482.421875 67.207 -170.3267
4482.788086 67.302 -170.0239
4483.154297 67.411 -169.5898
4483.520508 67.552 -169.1040
4483.886719 67.733 -168.7339
4484.252930 67.940 -168.6528
4484.619141 68.142 -168.9312
4484.985352 68.306 -169.4683
4485.351562 68.418 -170.0317
4485.717773 68.495 -170.3848
4486.083984 68.576 -170.4443
4486.450195 68.697 -170.3545
4486.816406 68.865 -170.4033
4487.182617 69.052 -170.8145
4487.548828 69.214 -171.5962
4487.915039 69.324 -172.5581
4488.281250 69.381 -173.4526
4488.647461 69.413 -174.1250
4489.013672 69.449 -174.5928
4489.379883 69.506 -175.0020
4489.746094 69.580 -175.5005
4490.112305 69.653 -176.1450
4490.478516 69.713 -176.8965
4490.844727 69.758 -177.6914
4491.210938 69.793 -178.5044
4491.577148 69.819 -179.3525
4491.943359 69.833 179.7476
4492.309570 69.828 178.8193
4492.675781 69.802 177.9209
4493.041992 69.761 177.1045
4493.408203 69.713 176.3813
4493.774414 69.663 175.7236
4494.140625 69.611 175.1021
4494.506836 69.555 174.5176
4494.873047 69.494 173.9912
4495.239258 69.435 173.5215
4495.605469 69.382 173.0571
4495.971680 69.329 172.5288
4496.337891 69.262 171.9141
4496.704102 69.165 171.2886
4497.070312 69.035 170.8022
4497.436523 68.891 170.5854
4497.802734 68.762 170.6436
4498.168945 68.671 170.8203
4498.535156 68.615 170.8882
4498.901367 68.565 170.7109
4499.267578 68.486 170.3428
4499.633789 68.361 169.9937
4500.000000 68.204 169.8931
4500.366211 68.048 170.1318
4500.732422 67.929 170.5908
4501.098633 67.853 171.0171
4501.464844 67.795 171.2188
4501.831055 67.716 171.2144
4502.197266 67.593 171.2227
4502.563477 67.436 171.5098
4502.929688 67.287 172.2017
4503.295898 67.188 173.1655
4503.662109 67.151 174.0850
4504.028320 67.146 174.6963
4504.394531 67.122 174.9883
4504.760742 67.044 175.2080
4505.126953 66.919 175.6914
4505.493164 66.789 176.6475
4505.859375 66.708 178.0059
4506.225586 66.702 179.4561
4506.591797 66.758 -179.3306
4506.958008 66.833 -178.4810
4507.324219 66.892 -177.8950
4507.690430 66.926 -177.3823
4508.056641 66.948 -176.8145
4508.422852 66.977 -176.1943
4508.789062 67.021 -175.6147
4509.155273 67.075 -175.1602
4509.521484 67.124 -174.8511
4509.887695 67.161 -174.6514
4510.253906 67.179 -174.5088
4510.620117 67.179 -174.3730
4510.986328 67.158 -174.1797
4511.352539 67.122 -173.8408
4511.718750 67.087 -173.2788
4512.084961 67.077 -172.4966
4512.451172 67.114 -171.6221
4512.817383 67.203 -170.8701
4513.183594 67.321 -170.4229
4513.549805 67.437 -170.3247
4513.916016 67.522 -170.4692
4514.282227 67.565 -170.6777
4514.648438 67.575 -170.7896
4515.014648 67.570 -170.7310
4515.380859 67.568 -170.5205
4515.747070 67.577 -170.2358
4516.113281 67.596 -169.9517
4516.479492 67.615 -169.7031
4516.845703 67.626 -169.4717
4517.211914 67.626 -169.1963
4517.578125 67.618 -168.8140
4517.944336 67.617 -168.3027
4518.310547 67.635 -167.7202
4518.676758 67.675 -167.1846
4519.042969 67.722 -166.8008
4519.409180 67.753 -166.5649
4519.775391 67.750 -166.3350
4520.141602 67.717 -165.8960
4520.507812 67.686 -165.1050
4520.874023 67.700 -164.0239
4521.240234 67.784 -162.9331
4521.606445 67.922 -162.1567
4521.972656 68.065 -161.8394
4522.338867 68.165 -161.8540
4522.705078 68.201 -161.8916
4523.071289 68.191 -161.6396
4523.437500 68.177 -160.9478
4523.803711 68.205 -159.9053
4524.169922 68.297 -158.7651
4524.536133 68.441 -157.7695
4524.902344 68.611 -157.0176
4525.268555 68.784 -156.4658
4525.634766 68.953 -156.0205
4526.000977 69.121 -155.6211
4526.367188 69.294 -155.2583
4526.733398 69.474 -154.9458
4527.099609 69.661 -154.6895
4527.465820 69.859 -154.4922
4527.832031 70.071 -154.3838
4528.198242 70.297 -154.4346
4528.564453 70.530 -154.7192
4528.930664 70.752 -155.2607
4529.296875 70.946 -155.9941
4529.663086 71.104 -156.7896
4530.029297 71.235 -157.5190
4530.395508 71.359 -158.1299
4530.761719 71.494 -158.6787
4531.127930 71.645 -159.2900
4531.494141 71.800 -160.0669
4531.860352 71.942 -161.0205
4532.226562 72.056 -162.0659
4532.592773 72.143 -163.0864
4532.958984 72.214 -164.0083
4533.325195 72.286 -164.8477
4533.691406 72.365 -165.6885
4534.057617 72.444 -166.6152
4534.423828 72.509 -167.6494
4534.790039 72.549 -168.7339
4535.156250 72.561 -169.7734
4535.522461 72.552 -170.6909
4535.888672 72.534 -171.4619
4536.254883 72.518 -172.1152
4536.621094 72.509 -172.7007
4536.987305 72.505 -173.2661
4537.353516 72.507 -173.8472
4537.719727 72.509 -174.4771
4538.085938 72.505 -175.1797
4538.452148 72.486 -175.9517
4538.818359 72.440 -176.7383
4539.184570 72.365 -177.4355
4539.550781 72.268 -177.9297
4539.916992 72.170 -178.1602
4540.283203 72.091 -178.1616
4540.649414 72.044 -178.0542
4541.015625 72.028 -177.9756
4541.381836 72.029 -178.0029
4541.748047 72.031 -178.1279
4542.114258 72.027 -178.2900
4542.480469 72.020 -178.4331
4542.846680 72.014 -178.5444
4543.212891 72.013 -178.6465
4543.579102 72.014 -178.7607
4543.945312 72.012 -178.8779
4544.311523 72.005 -178.9570
4544.677734 71.997 -178.9556
4545.043945 71.998 -178.8623
4545.410156 72.015 -178.7148
4545.776367 72.051 -178.5811
4546.142578 72.101 -178.5254
4546.508789 72.156 -178.5752
4546.875000 72.206 -178.7085
4547.241211 72.246 -178.8721
4547.607422 72.278 -179.0078
4547.973633 72.310 -179.0898
4548.339844 72.349 -179.1328
4548.706055 72.400 -179.1821
4549.072266 72.459 -179.2832
4549.438477 72.521 -179.4502
4549.804688 72.583 -179.6709
4550.170898 72.644 -179.9272
4550.537109 72.707 179.7764
4550.903320 72.771 179.4141
4551.269531 72.831 178.9668
4551.635742 72.879 178.4565
4552.001953 72.912 177.9463
4552.368164 72.936 177.5029
4552.734375 72.964 177.1401
4553.100586 73.008 176.7944
4553.466797 73.067 176.3594
4553.833008 73.128 175.7666
4554.199219 73.173 175.0391
4554.565430 73.194 174.2793
4554.931641 73.198 173.5942
4555.297852 73.200 173.0151
4555.664062 73.215 172.4727
4556.030273 73.241 171.8545
4556.396484 73.263 171.1001
4556.762695 73.262 170.2568
4557.128906 73.234 169.4497
4557.495117 73.189 168.7944
4557.861328 73.148 168.3115
4558.227539 73.127 167.9092
4558.593750 73.126 167.4517
4558.959961 73.127 166.8589
4559.326172 73.114 166.1602
4559.692383 73.078 165.4609
4560.058594 73.026 164.8608
4560.424805 72.975 164.3823
4560.791016 72.937 163.9600
4561.157227 72.911 163.4912
4561.523438 72.884 162.9170
4561.889648 72.841 162.2598
4562.255859 72.776 161.6079
4562.622070 72.693 161.0576
4562.988281 72.604 160.6582
4563.354492 72.524 160.3862
4563.720703 72.458 160.1665
4564.086914 72.405 159.9214
4564.453125 72.354 159.6221
4564.819336 72.297 159.2959
4565.185547 72.231 159.0034
4565.551758 72.163 158.7881
4565.917969 72.102 158.6431
4566.284180 72.053 158.5137
4566.650391 72.012 158.3384
4567.016602 71.969 158.0962
4567.382812 71.915 157.8262
4567.749023 71.851 157.5942
4568.115234 71.783 157.4409
4568.481445 71.721 157.3447
4568.847656 71.668 157.2441
4569.213867 71.616 157.0933
4569.580078 71.555 156.9097
4569.946289 71.483 156.7627
4570.312500 71.410 156.7080
4570.678711 71.350 156.7173
4571.044922 71.308 156.6807
4571.411133 71.273 156.4844
4571.777344 71.221 156.1172
4572.143555 71.133 155.7031
4572.509766 71.009 155.4370
4572.875977 70.872 155.4658
4573.242188 70.757 155.7788
4573.608398 70.684 156.2095
4573.974609 70.651 156.5479
4574.340820 70.634 156.6865
4574.707031 70.608 156.6631
4575.073242 70.564 156.5952
4575.439453 70.510 156.5708
4575.805664 70.453 156.5928
4576.171875 70.396 156.6167
4576.538086 70.328 156.6328
4576.904297 70.243 156.7144
4577.270508 70.147 156.9746
4577.636719 70.059 157.4673
4578.002930 70.004 158.1089
4578.369141 69.989 158.7080
4578.735352 69.995 159.0967
4579.101562 69.990 159.2485
4579.467773 69.949 159.3022
4579.833984 69.871 159.4707
4580.200195 69.777 159.9165
4580.566406 69.700 160.6567
4580.932617 69.665 161.5576
4581.298828 69.674 162.4214
4581.665039 69.714 163.1060
4582.031250 69.760 163.5845
4582.397461 69.796 163.9268
4582.763672 69.818 164.2358
4583.129883 69.833 164.5923
4583.496094 69.851 165.0249
4583.862305 69.882 165.5088
4584.228516 69.931 165.9873
4584.594727 69.996 166.3999
4584.960938 70.070 166.7051
4585.327148 70.144 166.8979
4585.693359 70.210 167.0093
4586.059570 70.264 167.0928
4586.425781 70.310 167.1992
4586.791992 70.354 167.3540
4587.158203 70.403 167.5391
4587.524414 70.462 167.7031
4587.890625 70.527 167.7881
4588.256836 70.590 167.7676
4588.623047 70.639 167.6641
4588.989258 70.671 167.5391
4589.355469 70.690 167.4590
4589.721680 70.704 167.4536
4590.087891 70.724 167.4990
4590.454102 70.753 167.5352
4590.820312 70.787 167.5107
4591.186523 70.815 167.4204
4591.552734 70.834 167.3101
4591.918945 70.844 167.2422
4592.285156 70.855 167.2495
4592.651367 70.875 167.3120
4593.017578 70.908 167.3745
4593.383789 70.951 167.3872
4593.750000 70.994 167.3428
4594.116211 71.033 167.2769
4594.482422 71.068 167.2383
4594.848633 71.106 167.2515
4595.214844 71.154 167.2993
4595.581055 71.213 167.3354
4595.947266 71.281 167.3179
4596.313477 71.350 167.2329
4596.679688 71.416 167.0972
4597.045898 71.476 166.9424
4597.412109 71.535 166.7856
4597.778320 71.594 166.6196
4598.144531 71.655 166.4180
4598.510742 71.714 166.1606
4598.876953 71.765 165.8525
4599.243164 71.808 165.5244
4599.609375 71.843 165.2144
4599.975586 71.879 164.9302
4600.341797 71.923 164.6328
4600.708008 71.974 164.2490
4601.074219 72.024 163.7188
4601.440430 72.055 163.0454
4601.806641 72.056 162.3105
4602.172852 72.025 161.6460
4602.539062 71.973 161.1719
4602.905273 71.925 160.9307
4603.271484 71.901 160.8535
4603.637695 71.911 160.7930
4604.003906 71.947 160.6006
4604.370117 71.988 160.2119
4604.736328 72.014 159.6685
4605.102539 72.013 159.0884
4605.468750 71.990 158.5967
4605.834961 71.961 158.2603
4606.201172 71.942 158.0547
4606.567383 71.941 157.8843
4606.933594 71.953 157.6484
4607.299805 71.963 157.3101
4607.666016 71.957 156.9209
4608.032227 71.930 156.5869
4608.398438 71.892 156.3994
4608.764648 71.861 156.3721
4609.130859 71.849 156.4307
4609.497070 71.857 156.4639
4609.863281 71.872 156.4028
4610.229492 71.880 156.2651
4610.595703 71.876 156.1309
4610.961914 71.866 156.0757
4611.328125 71.863 156.1104
4611.694336 71.876 156.1743
4612.060547 71.906 156.1807
4612.426758 71.944 156.0781
4612.792969 71.979 155.8760
4613.159180 72.007 155.6216
4613.525391 72.033 155.3521
4613.891602 72.060 155.0645
4614.257812 72.092 154.7266
4614.624023 72.124 154.3086
4614.990234 72.152 153.8086
4615.356445 72.170 153.2539
4615.722656 72.180 152.6812
4616.088867 72.184 152.1099
4616.455078 72.186 151.5361
4616.821289 72.186 150.9453
4617.187500 72.183 150.3232
4617.553711 72.172 149.6743
4617.919922 72.150 149.0220
4618.286133 72.116 148.4053
4618.652344 72.073 147.8691
4619.018555 72.028 147.4448
4619.384766 71.992 147.1230
4619.750977 71.975 146.8408
4620.117188 71.977 146.4951
4620.483398 71.987 145.9932
4620.849609 71.986 145.3086
4621.215820 71.956 144.5068
4621.582031 71.889 143.7202
4621.948242 71.794 143.0820
4622.314453 71.689 142.6523
4622.680664 71.594 142.3828
4623.046875 71.518 142.1533
4623.413086 71.453 141.8545
4623.779297 71.381 141.4600
4624.145508 71.292 141.0322
4624.511719 71.184 140.6650
4624.877930 71.069 140.4106
4625.244141 70.957 140.2534
4625.610352 70.852 140.1387
4625.976562 70.749 140.0322
4626.342773 70.644 139.9512
4626.708984 70.538 139.9355
4627.075195 70.438 139.9941
4627.441406 70.352 140.0786
4627.807617 70.274 140.1196
4628.173828 70.191 140.1021
4628.540039 70.093 140.1001
4628.906250 69.981 140.2334
4629.272461 69.875 140.5718
4629.638672 69.795 141.0610
4630.004883 69.751 141.5425
4630.371094 69.726 141.8682
4630.737305 69.695 142.0205
4631.103516 69.638 142.1279
4631.469727 69.559 142.3726
4631.835938 69.481 142.8560
4632.202148 69.436 143.5098
4632.568359 69.433 144.1328
4632.934570 69.457 144.5303
4633.300781 69.476 144.6519
4633.666992 69.462 144.6196
4634.033203 69.410 144.6436
4634.399414 69.342 144.8872
4634.765625 69.288 145.3633
4635.131836 69.272 145.9170
4635.498047 69.291 146.3315
4635.864258 69.318 146.4834
4636.230469 69.319 146.4336
4636.596680 69.282 146.3872
4636.962891 69.219 146.5635
4637.329102 69.167 147.0420
4637.695312 69.161 147.6875
4638.061523 69.209 148.2251
4638.427734 69.285 148.4365
4638.793945 69.344 148.3096
4639.160156 69.361 148.0312
4639.526367 69.334 147.8545
4639.892578 69.291 147.9404
4640.258789 69.266 148.2695
4640.625000 69.279 148.6743
4640.991211 69.325 148.9688
4641.357422 69.383 149.0610
4641.723633 69.434 148.9688
4642.089844 69.469 148.7554
4642.456055 69.484 148.4805
4642.822266 69.478 148.1934
4643.188477 69.450 147.9570
4643.554688 69.408 147.8491
4643.920898 69.367 147.9097
4644.287109 69.347 148.0806
4644.653320 69.356 148.2100
4645.019531 69.380 148.1475
4645.385742 69.390 147.8608
4645.751953 69.364 147.4722
4646.118164 69.299 147.1836
4646.484375 69.217 147.1436
4646.850586 69.148 147.3501
4647.216797 69.110 147.6597
4647.583008 69.100 147.9072
4647.949219 69.098 148.0249
4648.315430 69.089 148.0586
4648.681641 69.072 148.0879
4649.047852 69.053 148.1367
4649.414062 69.035 148.1616
4649.780273 69.008 148.1265
4650.146484 68.959 148.0801
4650.512695 68.884 148.1631
4650.878906 68.799 148.5151
4651.245117 68.735 149.1538
4651.611328 68.718 149.9229
4651.977539 68.749 150.5752
4652.343750 68.799 150.9438
4652.709961 68.831 151.0571
4653.076172 68.825 151.1113
4653.442383 68.788 151.3418
4653.808594 68.752 151.8716
4654.174805 68.755 152.6250
4654.541016 68.813 153.3677
4654.907227 68.912 153.8643
4655.273438 69.018 154.0269
4655.639648 69.100 153.9512
4656.005859 69.147 153.8306
4656.372070 69.173 153.8296
4656.738281 69.202 153.9897
4657.104492 69.252 154.2183
4657.470703 69.323 154.3730
4657.836914 69.398 154.3809
4658.203125 69.458 154.2856
4658.569336 69.497 154.2144
4658.935547 69.526 154.2744
4659.301758 69.566 154.4722
4659.667969 69.632 154.6968
4660.034180 69.719 154.7969
4660.400391 69.807 154.6851
4660.766602 69.873 154.3989
4661.132812 69.901 154.0806
4661.499023 69.898 153.8965
4661.865234 69.886 153.9487
4662.231445 69.891 154.2119
4662.597656 69.934 154.5400
4662.963867 70.011 154.7446
4663.330078 70.102 154.7012
4663.696289 70.181 154.4126
4664.062500 70.230 153.9980
4664.428711 70.249 153.6177
4664.794922 70.255 153.3813
4665.161133 70.270 153.2861
4665.527344 70.310 153.2236
4665.893555 70.370 153.0581
4666.259766 70.433 152.7261
4666.625977 70.480 152.2759
4666.992188 70.506 151.8320
4667.358398 70.520 151.5098
4667.724609 70.543 151.3359
4668.090820 70.590 151.2290
4668.457031 70.665 151.0483
4668.823242 70.753 150.6841
4669.189453 70.835 150.1182
4669.555664 70.891 149.4224
4669.921875 70.919 148.7158
4670.288086 70.922 148.1030
4670.654297 70.917 147.6304
4671.020508 70.915 147.2759
4671.386719 70.925 146.9766
4671.752930 70.943 146.6704
4672.119141 70.966 146.3320
4672.485352 70.991 145.9722
4672.851562 71.019 145.6021
4673.217773 71.055 145.2002
4673.583984 71.100 144.7036
4673.950195 71.145 144.0527
4674.316406 71.175 143.2422
4674.682617 71.176 142.3540
4675.048828 71.145 141.5205
4675.415039 71.097 140.8540
4675.781250 71.052 140.3774
4676.147461 71.027 140.0073
4676.513672 71.023 139.6172
4676.879883 71.028 139.1284
4677.246094 71.026 138.5557
4677.612305 71.012 137.9736
4677.978516 70.990 137.4492
4678.344727 70.969 136.9917
4678.710938 70.954 136.5620
4679.077148 70.944 136.1206
4679.443359 70.934 135.6597
4679.809570 70.923 135.1885
4680.175781 70.913 134.6973
4680.541992 70.903 134.1465
4680.908203 70.885 133.5059
4681.274414 70.846 132.8071
4681.640625 70.779 132.1587
4682.006836 70.694 131.6885
4682.373047 70.616 131.4487
4682.739258 70.570 131.3525
4683.105469 70.566 131.2036
4683.471680 70.590 130.8174
4683.837891 70.613 130.1294
4684.204102 70.610 129.2178
4684.570312 70.570 128.2373
4684.936523 70.503 127.3271
4685.302734 70.426 126.5474
4685.668945 70.357 125.8638
4686.035156 70.302 125.1782
4686.401367 70.259 124.3887
4686.767578 70.211 123.4429
4687.133789 70.143 122.3667
4687.500000 70.044 121.2559
4687.866211 69.917 120.2319
4688.232422 69.776 119.3730
4688.598633 69.638 118.6602
