* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_LR.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_LR.wav
* Measurement: captured_sweep_LR
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1363.403320 55.990 145.2163
1363.769531 56.148 145.3027
1364.135742 56.326 144.2871
1364.501953 56.433 142.4185
1364.868164 56.430 140.1235
1365.234375 56.314 137.7891
1365.600586 56.100 135.7192
1365.966797 55.814 134.1641
1366.333008 55.502 133.3081
1366.699219 55.229 133.1450
1367.065430 55.056 133.3452
1367.431641 54.992 133.3242
1367.797852 54.983 132.5879
1368.164062 54.940 131.0356
1368.530273 54.796 128.9526
1368.896484 54.535 126.7705
1369.262695 54.188 124.7852
1369.628906 53.800 122.9844
1369.995117 53.388 121.0908
1370.361328 52.916 118.8408
1370.727539 52.319 116.2725
1371.093750 51.550 113.7954
1371.459961 50.622 112.0083
1371.826172 49.631 111.2935
1372.192383 48.711 111.2837
1372.558594 47.908 110.7197
1372.924805 47.079 108.1782
1373.291016 45.933 102.9121
1373.657227 44.108 94.7695
1374.023438 41.103 83.2334
1374.389648 35.879 63.9365
1374.755859 28.126 -2.8052
1375.122070 34.196 -76.1558
1375.488281 38.767 -91.7168
1375.854492 41.402 -95.0259
1376.220703 43.575 -93.1421
1376.586914 45.862 -90.5615
1376.953125 48.179 -90.2720
1377.319336 50.265 -92.5688
1377.685547 51.992 -96.4116
1378.051758 53.373 -100.7036
1378.417969 54.493 -104.7271
1378.784180 55.460 -108.2368
1379.150391 56.361 -111.4058
1379.516602 57.229 -114.6113
1379.882812 58.050 -118.1436
1380.249023 58.790 -122.0522
1380.615234 59.425 -126.1855
1380.981445 59.957 -130.3296
1381.347656 60.407 -134.3281
1381.713867 60.803 -138.1333
1382.080078 61.165 -141.7886
1382.446289 61.505 -145.3687
1382.812500 61.827 -148.9375
1383.178711 62.132 -152.5415
1383.544922 62.417 -156.2256
1383.911133 62.676 -160.0273
1384.277344 62.896 -163.9507
1384.643555 63.064 -167.9326
1385.009766 63.176 -171.8506
1385.375977 63.240 -175.5781
1385.742188 63.279 -179.0659
1386.108398 63.316 177.6045
1386.474609 63.355 174.2495
1386.840820 63.378 170.7026
1387.207031 63.351 166.9316
1387.573242 63.244 163.0811
1387.939453 63.049 159.4023
1388.305664 62.788 156.1270
1388.671875 62.498 153.3379
1389.038086 62.216 150.9219
1389.404297 61.949 148.6670
1389.770508 61.679 146.4502
1390.136719 61.383 144.3545
1390.502930 61.069 142.6011
1390.869141 60.779 141.3184
1391.235352 60.569 140.3130
1391.601562 60.457 139.0791
1391.967773 60.385 137.1431
1392.333984 60.253 134.4424
1392.700195 59.972 131.4194
1393.066406 59.517 128.8613
1393.432617 58.951 127.5884
1393.798828 58.428 127.9756
1394.165039 58.123 129.4321
1394.531250 58.077 130.5654
1394.897461 58.153 130.2759
1395.263672 58.150 128.5088
1395.629883 57.934 126.0132
1395.996094 57.469 123.8271
1396.362305 56.820 122.8984
1396.728516 56.128 123.7432
1397.094727 55.558 126.1123
1397.460938 55.199 129.0674
1397.827148 55.012 131.6665
1398.193359 54.894 133.5581
1398.559570 54.768 134.8984
1398.925781 54.606 135.9707
1399.291992 54.408 136.9819
1399.658203 54.177 138.0967
1400.024414 53.927 139.5137
1400.390625 53.700 141.4087
1400.756836 53.563 143.7183
1401.123047 53.565 146.0088
1401.489258 53.692 147.6855
1401.855469 53.865 148.4097
1402.221680 53.999 148.2930
1402.587891 54.042 147.7578
1402.954102 53.994 147.2881
1403.320312 53.890 147.2476
1403.686523 53.784 147.8062
1404.052734 53.727 148.9482
1404.418945 53.768 150.4946
1404.785156 53.933 152.1128
1405.151367 54.218 153.3750
1405.517578 54.574 153.9297
1405.883789 54.930 153.6885
1406.250000 55.220 152.8638
1406.616211 55.417 151.8516
1406.982422 55.530 151.0391
1407.348633 55.602 150.6475
1407.714844 55.679 150.6611
1408.081055 55.785 150.9023
1408.447266 55.924 151.1729
1408.813477 56.082 151.3506
1409.179688 56.247 151.3760
1409.545898 56.402 151.2129
1409.912109 56.526 150.8784
1410.278320 56.597 150.5117
1410.644531 56.615 150.3774
1411.010742 56.616 150.7324
1411.376953 56.666 151.5806
1411.743164 56.821 152.5322
1412.109375 57.071 153.0078
1412.475586 57.340 152.6729
1412.841797 57.545 151.6772
1413.208008 57.649 150.5142
1413.574219 57.683 149.6782
1413.940430 57.725 149.3203
1414.306641 57.841 149.1050
1414.672852 58.029 148.4580
1415.039062 58.210 147.0596
1415.405273 58.296 145.0986
1415.771484 58.244 143.1567
1416.137695 58.082 141.9053
1416.503906 57.909 141.7446
1416.870117 57.850 142.4854
1417.236328 57.971 143.3633
1417.602539 58.232 143.5542
1417.968750 58.523 142.7183
1418.334961 58.744 141.0723
1418.701172 58.847 139.1265
1419.067383 58.840 137.4146
1419.433594 58.773 136.3052
1419.799805 58.721 135.8696
1420.166016 58.745 135.8398
1420.532227 58.862 135.7510
1420.898438 59.034 135.2217
1421.264648 59.202 134.1621
1421.630859 59.319 132.7700
1421.997070 59.373 131.3711
1422.363281 59.391 130.2241
1422.729492 59.417 129.3779
1423.095703 59.483 128.6636
1423.461914 59.592 127.8374
1423.828125 59.722 126.7622
1424.194336 59.849 125.4668
1424.560547 59.969 124.0518
1424.926758 60.093 122.5503
1425.292969 60.228 120.8760
1425.659180 60.362 118.8999
1426.025391 60.466 116.5898
1426.391602 60.507 114.0869
1426.757812 60.475 111.6606
1427.124023 60.389 109.5879
1427.490234 60.292 108.0063
1427.856445 60.232 106.8296
1428.222656 60.237 105.7832
1428.588867 60.299 104.5527
1428.955078 60.384 102.9419
1429.321289 60.452 100.9302
1429.687500 60.469 98.6465
1430.053711 60.422 96.3018
1430.419922 60.315 94.1240
1430.786133 60.177 92.2739
1431.152344 60.046 90.7490
1431.518555 59.953 89.3428
1431.884766 59.895 87.7368
1432.250977 59.830 85.7119
1432.617188 59.701 83.3252
1432.983398 59.469 80.9170
1433.349609 59.146 78.9463
1433.715820 58.795 77.7227
1434.082031 58.503 77.1357
1434.448242 58.315 76.6411
1434.814453 58.195 75.6509
1435.180664 58.049 74.0039
1435.546875 57.805 72.0679
1435.913086 57.455 70.4678
1436.279297 57.074 69.6577
1436.645508 56.767 69.5391
1437.011719 56.589 69.4448
1437.377930 56.483 68.6997
1437.744141 56.334 67.2217
1438.110352 56.058 65.5898
1438.476562 55.670 64.6611
1438.842773 55.288 65.0015
1439.208984 55.076 66.3169
1439.575195 55.098 67.4849
1439.941406 55.253 67.5039
1440.307617 55.371 66.3062
1440.673828 55.347 64.6152
1441.040039 55.189 63.3491
1441.406250 55.007 63.0259
1441.772461 54.929 63.3584
1442.138672 54.986 63.4341
1442.504883 55.073 62.5591
1442.871094 55.040 60.8838
1443.237305 54.798 59.3101
1443.603516 54.390 59.0010
1443.969727 54.006 60.6646
1444.335938 53.889 63.6670
1444.702148 54.108 66.1196
1445.068359 54.470 66.5806
1445.434570 54.711 65.1548
1445.800781 54.677 62.9971
1446.166992 54.364 61.5610
1446.533203 53.911 62.0811
1446.899414 53.581 64.9019
1447.265625 53.615 68.8569
1447.631836 54.022 71.9790
1447.998047 54.604 73.1875
1448.364258 55.165 72.6934
1448.730469 55.622 71.2510
1449.096680 55.978 69.5356
1449.462891 56.284 67.9180
1449.829102 56.596 66.4448
1450.195312 56.947 64.9307
1450.561523 57.337 63.1284
1450.927734 57.736 60.8892
1451.293945 58.108 58.2422
1451.660156 58.428 55.3594
1452.026367 58.698 52.4521
1452.392578 58.935 49.6484
1452.758789 59.164 46.9219
1453.125000 59.394 44.1294
1453.491211 59.613 41.1338
1453.857422 59.794 37.9175
1454.223633 59.923 34.5913
1454.589844 60.002 31.2935
1454.956055 60.049 28.0732
1455.322266 60.077 24.8560
1455.688477 60.080 21.5361
1456.054688 60.037 18.1235
1456.420898 59.934 14.8066
1456.787109 59.791 11.8477
1457.153320 59.664 9.3486
1457.519531 59.612 7.0562
1457.885742 59.644 4.4414
1458.251953 59.697 1.0879
1458.618164 59.677 -2.9727
1458.984375 59.514 -7.2388
1459.350586 59.205 -10.9722
1459.716797 58.831 -13.5425
1460.083008 58.531 -14.8501
1460.449219 58.417 -15.5557
1460.815430 58.485 -16.6748
1461.181641 58.622 -18.7949
1461.547852 58.705 -21.7808
1461.914062 58.672 -25.0776
1462.280273 58.537 -28.1260
1462.646484 58.354 -30.6372
1463.012695 58.185 -32.6802
1463.378906 58.056 -34.5503
1463.745117 57.950 -36.5171
1464.111328 57.834 -38.6572
1464.477539 57.682 -40.8652
1464.843750 57.489 -42.9609
1465.209961 57.270 -44.7974
1465.576172 57.054 -46.3271
1465.942383 56.871 -47.6455
1466.308594 56.733 -48.9771
1466.674805 56.623 -50.5713
1467.041016 56.498 -52.5254
1467.407227 56.308 -54.6543
1467.773438 56.041 -56.5269
1468.139648 55.743 -57.6934
1468.505859 55.514 -58.0571
1468.872070 55.445 -58.1421
1469.238281 55.533 -58.8301
1469.604492 55.668 -60.6777
1469.970703 55.723 -63.5483
1470.336914 55.623 -66.8066
1470.703125 55.375 -69.7124
1471.069336 55.052 -71.7676
1471.435547 54.750 -72.9419
1471.801758 54.527 -73.6118
1472.167969 54.380 -74.1929
1472.534180 54.271 -74.8140
1472.900391 54.188 -75.3760
1473.266602 54.148 -75.8472
1473.632812 54.167 -76.4282
1473.999023 54.221 -77.3887
1474.365234 54.257 -78.7866
1474.731445 54.234 -80.3882
1475.097656 54.151 -81.8594
1475.463867 54.044 -83.0205
1475.830078 53.949 -83.9497
1476.196289 53.873 -84.8369
1476.562500 53.798 -85.7534
1476.928711 53.723 -86.6196
1477.294922 53.671 -87.4292
1477.661133 53.664 -88.4487
1478.027344 53.672 -90.0869
1478.393555 53.605 -92.4775
1478.759766 53.368 -95.1963
1479.125977 52.931 -97.3242
1479.492188 52.385 -97.8467
1479.858398 51.952 -96.4336
1480.224609 51.840 -94.2012
1480.590820 52.026 -93.0337
1480.957031 52.273 -93.7939
1481.323242 52.366 -95.8657
1481.689453 52.240 -97.9863
1482.055664 51.975 -99.0762
1482.421875 51.734 -98.8237
1482.788086 51.644 -97.8389
1483.154297 51.694 -96.9907
1483.520508 51.795 -96.5483
1483.886719 51.902 -96.1870
1484.252930 52.057 -95.6836
1484.619141 52.316 -95.4248
1484.985352 52.641 -96.1289
1485.351562 52.900 -98.0913
1485.717773 52.956 -100.8481
1486.083984 52.752 -103.4009
1486.450195 52.346 -104.6362
1486.816406 51.916 -103.8872
1487.182617 51.688 -101.5977
1487.548828 51.761 -99.2871
1487.915039 52.022 -98.3086
1488.281250 52.281 -98.9048
1488.647461 52.414 -100.5146
1489.013672 52.391 -102.4033
1489.379883 52.241 -103.9790
1489.746094 52.027 -104.8530
1490.112305 51.834 -104.8643
1490.478516 51.755 -104.1797
1490.844727 51.859 -103.3848
1491.210938 52.131 -103.2690
1491.577148 52.477 -104.3398
1491.943359 52.777 -106.5278
1492.309570 52.955 -109.3242
1492.675781 53.002 -112.1069
1493.041992 52.960 -114.4453
1493.408203 52.885 -116.2539
1493.774414 52.805 -117.7041
1494.140625 52.703 -118.9121
1494.506836 52.560 -119.7104
1494.873047 52.404 -119.7725
1495.239258 52.321 -119.0659
1495.605469 52.389 -118.2046
1495.971680 52.575 -118.1289
1496.337891 52.732 -119.2905
1496.704102 52.712 -121.2651
1497.070312 52.449 -122.9995
1497.436523 52.016 -123.3154
1497.802734 51.627 -121.6406
1498.168945 51.518 -118.8193
1498.535156 51.726 -116.7368
1498.901367 52.049 -116.5684
1499.267578 52.263 -118.0088
1499.633789 52.276 -119.9741
1500.000000 52.135 -121.4399
1500.366211 51.972 -121.9917
1500.732422 51.905 -122.0342
1501.098633 51.941 -122.3569
1501.464844 51.981 -123.3232
1501.831055 51.927 -124.5366
1502.197266 51.773 -125.1787
1502.563477 51.627 -124.6514
1502.929688 51.648 -123.2124
1503.295898 51.901 -121.9849
1503.662109 52.284 -122.0186
1504.028320 52.620 -123.4497
1504.394531 52.786 -125.6221
1504.760742 52.762 -127.6270
1505.126953 52.622 -128.7832
1505.493164 52.483 -128.9888
1505.859375 52.425 -128.7725
1506.225586 52.423 -128.8135
1506.591797 52.379 -129.2891
1506.958008 52.216 -129.6904
1507.324219 51.960 -129.1753
1507.690430 51.761 -127.2524
1508.056641 51.807 -124.5186
1508.422852 52.148 -122.5537
1508.789062 52.618 -122.6045
1509.155273 52.983 -124.6934
1509.521484 53.083 -127.9185
1509.887695 52.866 -130.9932
1510.253906 52.398 -132.5596
1510.620117 51.886 -131.6099
1510.986328 51.648 -128.4106
1511.352539 51.879 -125.0435
1511.718750 52.431 -123.7944
1512.084961 52.985 -125.2368
1512.451172 53.307 -128.4907
1512.817383 53.308 -132.2041
1513.183594 53.020 -135.0400
1513.549805 52.589 -135.9741
1513.916016 52.249 -134.8125
1514.282227 52.199 -132.6494
1514.648438 52.433 -131.1948
1515.014648 52.762 -131.3394
1515.380859 53.005 -132.7690
1515.747070 53.088 -134.6108
1516.113281 53.047 -136.0703
1516.479492 52.979 -136.8071
1516.845703 52.976 -137.0537
1517.211914 53.065 -137.3755
1517.578125 53.195 -138.1973
1517.944336 53.294 -139.5239
1518.310547 53.311 -141.0122
1518.676758 53.245 -142.1958
1519.042969 53.140 -142.6924
1519.409180 53.071 -142.3716
1519.775391 53.113 -141.4653
1520.141602 53.303 -140.5156
1520.507812 53.611 -140.1108
1520.874023 53.957 -140.5562
1521.240234 54.254 -141.7485
1521.606445 54.448 -143.2754
1521.972656 54.537 -144.6304
1522.338867 54.569 -145.4463
1522.705078 54.616 -145.6875
1523.071289 54.725 -145.6650
1523.437500 54.891 -145.7891
1523.803711 55.067 -146.2412
1524.169922 55.210 -146.8716
1524.536133 55.322 -147.3813
1524.902344 55.446 -147.6230
1525.268555 55.629 -147.7847
1525.634766 55.876 -148.2812
1526.000977 56.135 -149.4097
1526.367188 56.332 -151.0879
1526.733398 56.425 -152.8823
1527.099609 56.427 -154.2393
1527.465820 56.415 -154.7944
1527.832031 56.485 -154.6416
1528.198242 56.697 -154.3354
1528.564453 57.026 -154.4932
1528.930664 57.394 -155.3594
1529.296875 57.740 -156.7451
1529.663086 58.049 -158.2998
1530.029297 58.353 -159.8203
1530.395508 58.688 -161.3994
1530.761719 59.058 -163.3203
1531.127930 59.426 -165.7871
1531.494141 59.736 -168.7358
1531.860352 59.957 -171.8525
1532.226562 60.097 -174.7432
1532.592773 60.202 -177.1426
1532.958984 60.334 -179.0601
1533.325195 60.539 179.2246
1533.691406 60.817 177.3530
1534.057617 61.140 175.0996
1534.423828 61.475 172.4287
1534.790039 61.804 169.3975
1535.156250 62.121 166.0430
1535.522461 62.414 162.3638
1535.888672 62.667 158.3867
1536.254883 62.863 154.2344
1536.621094 62.997 150.1152
1536.987305 63.092 146.2280
1537.353516 63.188 142.6196
1537.719727 63.323 139.1055
1538.085938 63.502 135.3525
1538.452148 63.690 131.0952
1538.818359 63.832 126.3091
1539.184570 63.885 121.2246
1539.550781 63.842 116.2002
1539.916992 63.729 111.5488
1540.283203 63.599 107.3887
1540.649414 63.501 103.5835
1541.015625 63.453 99.8408
1541.381836 63.440 95.9126
1541.748047 63.428 91.7344
1542.114258 63.396 87.3999
1542.480469 63.341 83.0366
1542.846680 63.274 78.6938
1543.212891 63.199 74.3311
1543.579102 63.105 69.9053
1543.945312 62.975 65.4629
1544.311523 62.799 61.1616
1544.677734 62.588 57.1826
1545.043945 62.374 53.5938
1545.410156 62.188 50.2734
1545.776367 62.034 46.9736
1546.142578 61.882 43.5142
1546.508789 61.694 39.9375
1546.875000 61.449 36.4971
1547.241211 61.165 33.4883
1547.607422 60.895 31.0210
1547.973633 60.693 28.8823
1548.339844 60.568 26.6436
1548.706055 60.475 23.9780
1549.072266 60.349 20.9043
1549.438477 60.146 17.7690
1549.804688 59.875 15.0376
1550.170898 59.595 13.0195
1550.537109 59.388 11.6450
1550.903320 59.300 10.4614
1551.269531 59.314 8.9297
1551.635742 59.360 6.7803
1552.001953 59.367 4.1235
1552.368164 59.297 1.3052
1552.734375 59.152 -1.2954
1553.100586 58.966 -3.4219
1553.466797 58.785 -5.0210
1553.833008 58.648 -6.2300
1554.199219 58.571 -7.2905
1554.565430 58.549 -8.4419
1554.931641 58.564 -9.8584
1555.297852 58.588 -11.6348
1555.664062 58.591 -13.7847
1556.030273 58.543 -16.2217
1556.396484 58.424 -18.7490
1556.762695 58.229 -21.0747
1557.128906 57.986 -22.8994
1557.495117 57.751 -24.0596
1557.861328 57.592 -24.6782
1558.227539 57.545 -25.1631
1558.593750 57.593 -25.9688
1558.959961 57.677 -27.2983
1559.326172 57.737 -29.0083
1559.692383 57.754 -30.7529
1560.058594 57.748 -32.2334
1560.424805 57.765 -33.3896
1560.791016 57.834 -34.4307
1561.157227 57.943 -35.6460
1561.523438 58.047 -37.1528
1561.889648 58.099 -38.7876
1562.255859 58.086 -40.2051
1562.622070 58.041 -41.0928
1562.988281 58.024 -41.3901
1563.354492 58.089 -41.3813
1563.720703 58.242 -41.5439
1564.086914 58.435 -42.2358
1564.453125 58.602 -43.4854
1564.819336 58.696 -45.0210
1565.185547 58.714 -46.4526
1565.551758 58.697 -47.4893
1565.917969 58.707 -48.1226
1566.284180 58.793 -48.6719
1566.650391 58.948 -49.5938
1567.016602 59.115 -51.1602
1567.382812 59.225 -53.2773
1567.749023 59.235 -55.5396
1568.115234 59.154 -57.4316
1568.481445 59.044 -58.5796
1568.847656 58.992 -58.9722
1569.213867 59.060 -59.0049
1569.580078 59.248 -59.2144
1569.946289 59.503 -59.9175
1570.312500 59.768 -61.0977
1570.678711 60.018 -62.5732
1571.044922 60.250 -64.2139
1571.411133 60.468 -66.0181
1571.777344 60.657 -68.0254
1572.143555 60.789 -70.1636
1572.509766 60.848 -72.1909
1572.875977 60.851 -73.7896
1573.242188 60.854 -74.7847
1573.608398 60.925 -75.3457
1573.974609 61.096 -75.9614
1574.340820 61.332 -77.1235
1574.707031 61.559 -78.9839
1575.073242 61.716 -81.3013
1575.439453 61.792 -83.6470
1575.805664 61.826 -85.6968
1576.171875 61.885 -87.4561
1576.538086 62.010 -89.2866
1576.904297 62.181 -91.6436
1577.270508 62.330 -94.7310
1577.636719 62.386 -98.3657
1578.002930 62.314 -102.0859
1578.369141 62.132 -105.3799
1578.735352 61.906 -107.9336
1579.101562 61.720 -109.8354
1579.467773 61.620 -111.5654
1579.833984 61.578 -113.6714
1580.200195 61.515 -116.3784
1580.566406 61.352 -119.4692
1580.932617 61.053 -122.4380
1581.298828 60.641 -124.7495
1581.665039 60.189 -126.0977
1582.031250 59.782 -126.5874
1582.397461 59.465 -126.6802
1582.763672 59.217 -126.8467
1583.129883 58.981 -127.2378
1583.496094 58.713 -127.6553
1583.862305 58.414 -127.7749
1584.228516 58.125 -127.4053
1584.594727 57.896 -126.6128
1584.960938 57.755 -125.6587
1585.327148 57.700 -124.8232
1585.693359 57.710 -124.2866
1586.059570 57.760 -124.1245
1586.425781 57.823 -124.3374
1586.791992 57.879 -124.8462
1587.158203 57.914 -125.4873
1587.524414 57.938 -126.0820
1587.890625 57.982 -126.5693
1588.256836 58.071 -127.1045
1588.623047 58.203 -127.9824
1588.989258 58.330 -129.4067
1589.355469 58.394 -131.2954
1589.721680 58.353 -133.2842
1590.087891 58.217 -134.9038
1590.454102 58.047 -135.8462
1590.820312 57.920 -136.1938
1591.186523 57.882 -136.4131
1591.552734 57.904 -137.0200
1591.918945 57.912 -138.1938
1592.285156 57.842 -139.6914
1592.651367 57.679 -141.0503
1593.017578 57.465 -141.8838
1593.383789 57.273 -142.1260
1593.750000 57.163 -142.0991
1594.116211 57.140 -142.3125
1594.482422 57.154 -143.1240
1594.848633 57.133 -144.5562
1595.214844 57.024 -146.3350
1595.581055 56.811 -148.0283
1595.947266 56.520 -149.1973
1596.313477 56.218 -149.5664
1596.679688 55.994 -149.2275
1597.045898 55.908 -148.7100
1597.412109 55.939 -148.7095
1597.778320 55.993 -149.6050
1598.144531 55.961 -151.2070
1598.510742 55.784 -152.8687
1598.876953 55.484 -153.7905
1599.243164 55.174 -153.4404
1599.609375 55.009 -152.0122
1599.975586 55.076 -150.4956
1600.341797 55.312 -149.9663
1600.708008 55.570 -150.8076
1601.074219 55.727 -152.6865
1601.440430 55.730 -154.9839
1601.806641 55.586 -157.1436
1602.172852 55.332 -158.8120
1602.539062 55.009 -159.8174
1602.905273 54.655 -160.0752
1603.271484 54.311 -159.5356
1603.637695 54.031 -158.2666
1604.003906 53.862 -156.5762
1604.370117 53.812 -154.9521
1604.736328 53.836 -153.7637
1605.102539 53.871 -153.0352
1605.468750 53.889 -152.5352
1605.834961 53.904 -152.0664
1606.201172 53.947 -151.6914
1606.567383 54.017 -151.6836
1606.933594 54.075 -152.2471
1607.299805 54.059 -153.3008
1607.666016 53.933 -154.4980
1608.032227 53.702 -155.4126
1608.398438 53.405 -155.7217
1608.764648 53.096 -155.2793
1609.130859 52.834 -154.0928
1609.497070 52.680 -152.3130
1609.863281 52.695 -150.3633
1610.229492 52.892 -148.9932
1610.595703 53.190 -148.9463
1610.961914 53.442 -150.4409
1611.328125 53.503 -152.9824
1611.694336 53.301 -155.5327
1612.060547 52.876 -156.8237
1612.426758 52.416 -155.9043
1612.792969 52.202 -153.0854
1613.159180 52.378 -150.2627
1613.525391 52.786 -149.2505
1613.891602 53.147 -150.2036
1614.257812 53.300 -152.0381
1614.624023 53.255 -153.4663
1614.990234 53.147 -153.7441
1615.356445 53.139 -153.1279
1615.722656 53.282 -152.6123
1616.088867 53.473 -152.9038
1616.455078 53.580 -153.7646
1616.821289 53.565 -154.3223
1617.187500 53.530 -153.8535
1617.553711 53.641 -152.5508
1617.919922 53.971 -151.5879
1618.286133 54.405 -152.0522
1618.652344 54.750 -153.9902
1619.018555 54.879 -156.5342
1619.384766 54.797 -158.5254
1619.750977 54.638 -159.1460
1620.117188 54.599 -158.5605
1620.483398 54.783 -158.0088
1620.849609 55.091 -158.7690
1621.215820 55.320 -161.0728
1621.582031 55.320 -164.1475
1621.948242 55.063 -166.8037
1622.314453 54.652 -167.9922
1622.680664 54.290 -167.4141
1623.046875 54.158 -165.9580
1623.413086 54.254 -165.1021
1623.779297 54.417 -165.6030
1624.145508 54.492 -167.1240
1624.511719 54.435 -168.8521
1624.877930 54.307 -170.1860
1625.244141 54.202 -171.1187
1625.610352 54.161 -172.1240
1625.976562 54.141 -173.6099
1626.342773 54.069 -175.4819
1626.708984 53.918 -177.2319
1627.075195 53.745 -178.3921
1627.441406 53.649 -179.0103
1627.807617 53.679 -179.7124
1628.173828 53.776 178.8613
1628.540039 53.823 176.6787
1628.906250 53.741 174.3569
1629.272461 53.555 172.7261
1629.638672 53.389 172.2090
1630.004883 53.385 172.3110
1630.371094 53.558 171.8735
1630.737305 53.770 170.1113
1631.103516 53.840 167.2441
1631.469727 53.675 164.2588
1631.835938 53.310 162.3574
1632.202148 52.923 162.2920
1632.568359 52.749 163.5747
1632.934570 52.873 164.5059
1633.300781 53.129 163.6880
1633.666992 53.276 161.1592
1634.033203 53.178 158.0161
1634.399414 52.856 155.6162
1634.765625 52.486 154.8511
1635.131836 52.310 155.3623
1635.498047 52.433 155.5063
1635.864258 52.707 153.8135
1636.230469 52.890 150.1870
1636.596680 52.824 145.6025
1636.962891 52.490 141.3662
1637.329102 52.002 138.5645
1637.695312 51.567 137.4893
1638.061523 51.363 137.2256
1638.427734 51.383 136.2666
1638.793945 51.448 133.8267
1639.160156 51.374 130.2612
1639.526367 51.077 126.5630
1639.892578 50.588 123.8267
1640.258789 50.048 122.8208
1640.625000 49.670 123.4810
1640.991211 49.618 124.6011
1641.357422 49.872 124.4639
1641.723633 50.246 121.9951
1642.089844 50.523 117.1338
1642.456055 50.544 110.4590
1642.822266 50.209 102.8477
1643.188477 49.468 95.3936
1643.554688 48.344 89.4692
1643.920898 47.000 86.6309
1644.287109 45.830 87.6479
1644.653320 45.288 90.5249
1645.019531 45.359 91.2759
1645.385742 45.585 88.1387
1645.751953 45.603 82.0894
1646.118164 45.304 74.7856
1646.484375 44.749 67.4756
1646.850586 44.076 60.6309
1647.216797 43.400 53.8730
1647.583008 42.723 46.4287
1647.949219 41.931 37.9497
1648.315430 40.887 28.9902
1648.681641 39.540 20.9912
1649.047852 38.028 15.9800
1649.414062 36.817 15.2920
1649.780273 36.500 16.7490
1650.146484 37.055 15.5532
1650.512695 37.916 9.9692
1650.878906 38.679 1.4282
1651.245117 39.222 -8.2500
1651.611328 39.545 -17.8076
1651.977539 39.683 -26.4624
1652.343750 39.676 -33.6021
1652.709961 39.614 -38.6216
1653.076172 39.688 -41.2783
1653.442383 40.142 -42.6177
1653.808594 41.027 -45.0620
1654.174805 42.085 -50.5308
1654.541016 42.969 -59.1650
1654.907227 43.432 -69.9502
1655.273438 43.330 -81.4600
1655.639648 42.580 -91.9155
1656.005859 41.181 -98.6748
1656.372070 39.479 -97.7305
1656.738281 38.710 -87.6099
1657.104492 39.790 -78.4746
1657.470703 41.497 -78.2739
1657.836914 42.782 -84.1558
1658.203125 43.422 -92.2046
1658.569336 43.471 -99.8301
1658.935547 43.087 -105.2144
1659.301758 42.536 -107.2129
1659.667969 42.158 -105.9878
1660.034180 42.176 -103.3325
1660.400391 42.522 -101.2061
1660.766602 43.010 -100.2402
1661.132812 43.542 -100.2354
1661.499023 44.100 -101.1992
1661.865234 44.638 -103.5161
1662.231445 45.031 -107.4287
1662.597656 45.120 -112.6060
1662.963867 44.767 -118.0703
1663.330078 43.894 -122.1572
1663.696289 42.576 -122.3198
1664.062500 41.309 -115.7510
1664.428711 41.098 -104.0674
1664.794922 42.146 -95.5439
1665.161133 43.496 -93.8184
1665.527344 44.525 -96.5186
1665.893555 45.124 -100.8984
1666.259766 45.397 -105.2539
1666.625977 45.514 -108.8745
1666.992188 45.626 -111.9229
1667.358398 45.789 -115.0527
1667.724609 45.958 -118.7598
1668.090820 46.053 -123.0044
1668.457031 46.037 -127.3506
1668.823242 45.930 -131.3467
1669.189453 45.787 -134.8418
1669.555664 45.641 -138.0493
1669.921875 45.461 -141.2534
1670.288086 45.162 -144.3594
1670.654297 44.668 -146.6348
1671.020508 44.008 -146.7729
1671.386719 43.417 -143.5317
1671.752930 43.322 -137.4414
1672.119141 43.941 -131.8042
1672.485352 44.965 -129.6113
1672.851562 45.949 -130.9966
1673.217773 46.653 -134.5635
1673.583984 47.025 -138.8281
1673.950195 47.122 -142.6431
1674.316406 47.075 -145.3345
1674.682617 47.040 -146.8965
1675.048828 47.134 -148.0454
1675.415039 47.355 -149.7832
1675.781250 47.597 -152.7207
1676.147461 47.735 -156.8027
1676.513672 47.682 -161.4863
1676.879883 47.415 -165.9849
1677.246094 46.981 -169.4424
1677.612305 46.513 -171.1831
1677.978516 46.220 -171.2144
1678.344727 46.278 -170.6807
1678.710938 46.663 -171.2866
1679.077148 47.174 -173.9438
1679.443359 47.595 -178.3071
1679.809570 47.820 176.7134
1680.175781 47.875 172.3545
1680.541992 47.913 169.4292
1680.908203 48.151 167.6426
1681.274414 48.685 165.5024
1681.640625 49.377 161.5723
1682.006836 49.981 155.6626
1682.373047 50.318 148.6943
1682.739258 50.337 142.0811
1683.105469 50.138 137.2388
1683.471680 49.980 134.8770
1683.837891 50.163 133.9883
1684.204102 50.733 132.1895
1684.570312 51.429 127.9912
