* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_LR.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_LR.wav
* Measurement: captured_sweep_LR
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12324.462891 60.962 149.4531
12324.829102 60.913 149.7207
12325.195312 60.852 149.7500
12325.561523 60.736 149.6855
12325.927734 60.547 149.9277
12326.293945 60.327 150.9277
12326.660156 60.173 152.7812
12327.026367 60.168 154.9766
12327.392578 60.299 156.7129
12327.758789 60.466 157.5918
12328.125000 60.574 157.8691
12328.491211 60.602 158.1172
12328.857422 60.607 158.6875
12329.223633 60.661 159.4004
12329.589844 60.770 159.7363
12329.956055 60.864 159.3809
12330.322266 60.859 158.5723
12330.688477 60.731 157.9297
12331.054688 60.540 158.0332
12331.420898 60.399 158.9512
12331.787109 60.389 160.1406
12332.153320 60.490 160.9004
12332.519531 60.616 160.9902
12332.885742 60.702 160.6953
12333.251953 60.748 160.4492
12333.618164 60.800 160.4238
12333.984375 60.893 160.4453
12334.350586 61.012 160.2656
12334.716797 61.111 159.9023
12335.083008 61.171 159.6621
12335.449219 61.225 159.8477
12335.815430 61.342 160.4023
12336.181641 61.555 160.8418
12336.547852 61.817 160.6387
12336.914062 62.034 159.6816
12337.280273 62.126 158.3555
12337.646484 62.079 157.2969
12338.012695 61.955 157.0332
12338.378906 61.859 157.6465
12338.745117 61.876 158.6348
12339.111328 62.003 159.2480
12339.477539 62.159 159.0293
12339.843750 62.250 158.0527
12340.209961 62.223 156.7598
12340.576172 62.086 155.6641
12340.942383 61.895 155.0938
12341.308594 61.722 155.0371
12341.674805 61.612 155.1758
12342.041016 61.560 155.1367
12342.407227 61.523 154.7734
12342.773438 61.466 154.2520
12343.139648 61.397 153.8594
12343.505859 61.358 153.7266
12343.872070 61.397 153.6465
12344.238281 61.512 153.1953
12344.604492 61.640 152.0898
12344.970703 61.699 150.4629
12345.336914 61.637 148.8320
12345.703125 61.473 147.8613
12346.069336 61.297 147.9727
12346.435547 61.229 148.9941
12346.801758 61.331 150.1406
12347.167969 61.546 150.5898
12347.534180 61.753 150.0898
12347.900391 61.850 149.0156
12348.266602 61.809 148.0156
12348.632812 61.677 147.6465
12348.999023 61.541 148.0762
12349.365234 61.484 148.9922
12349.731445 61.522 149.8203
12350.097656 61.612 150.1230
12350.463867 61.687 149.8262
12350.830078 61.704 149.1211
12351.196289 61.649 148.2734
12351.562500 61.535 147.5000
12351.928711 61.383 146.9199
12352.294922 61.216 146.5801
12352.661133 61.055 146.4902
12353.027344 60.924 146.5898
12353.393555 60.836 146.7578
12353.759766 60.792 146.8320
12354.125977 60.774 146.7090
12354.492188 60.758 146.4082
12354.858398 60.732 146.0508
12355.224609 60.701 145.7598
12355.590820 60.678 145.5645
12355.957031 60.668 145.4023
12356.323242 60.661 145.2207
12356.689453 60.639 145.0918
12357.055664 60.605 145.2051
12357.421875 60.594 145.6797
12357.788086 60.655 146.3594
12358.154297 60.804 146.8027
12358.520508 60.996 146.5742
12358.886719 61.146 145.6035
12359.252930 61.189 144.2402
12359.619141 61.118 143.0488
12359.985352 60.991 142.4531
12360.351562 60.900 142.4316
12360.717773 60.897 142.4805
12361.083984 60.950 142.0547
12361.450195 60.973 141.0547
12361.816406 60.911 139.8906
12362.182617 60.785 139.1387
12362.548828 60.687 138.9980
12362.915039 60.702 139.0098
12363.281250 60.807 138.3633
12363.647461 60.873 136.6992
12364.013672 60.761 134.5078
12364.379883 60.418 132.9570
12364.746094 59.954 133.3750
12365.112305 59.656 136.2031
12365.478516 59.802 139.8477
12365.844727 60.332 141.6348
12366.210938 60.895 140.4668
12366.577148 61.189 137.1992
12366.943359 61.089 133.4980
12367.309570 60.643 131.1113
12367.675781 60.073 131.3242
12368.041992 59.724 133.9062
12368.408203 59.787 136.6387
12368.774414 60.074 137.3438
12369.140625 60.257 135.9062
12369.506836 60.154 133.7266
12369.873047 59.804 132.4727
12370.239258 59.432 133.0723
12370.605469 59.306 134.7852
12370.971680 59.469 135.6172
12371.337891 59.689 134.3926
12371.704102 59.717 131.6719
12372.070312 59.464 128.9707
12372.436523 59.042 127.7402
12372.802734 58.710 128.3613
12373.168945 58.665 129.5293
12373.535156 58.826 129.4648
12373.901367 58.924 127.8438
12374.267578 58.786 125.9277
12374.633789 58.461 125.4629
12375.000000 58.232 127.2832
12375.366211 58.400 129.9746
12375.732422 58.908 130.9004
12376.098633 59.398 129.0840
12376.464844 59.576 125.6250
12376.831055 59.359 122.4453
12377.197266 58.879 121.3457
12377.563477 58.463 123.0078
12377.929688 58.420 125.9121
12378.295898 58.708 127.4688
12378.662109 59.005 126.7520
12379.028320 59.071 124.7695
12379.394531 58.885 123.0820
12379.760742 58.603 122.6680
12380.126953 58.434 123.2305
12380.493164 58.442 123.4531
12380.859375 58.488 122.4102
12381.225586 58.396 120.4219
12381.591797 58.112 118.6094
12381.958008 57.747 117.9590
12382.324219 57.504 118.4277
12382.690430 57.489 118.7773
12383.056641 57.590 117.7812
12383.422852 57.597 115.4453
12383.789062 57.393 112.8477
12384.155273 57.025 111.3203
12384.521484 56.701 111.5176
12384.887695 56.644 112.6035
12385.253906 56.866 112.7852
12385.620117 57.152 111.0762
12385.986328 57.282 107.9414
12386.352539 57.172 104.5801
12386.718750 56.888 102.1133
12387.084961 56.595 100.9629
12387.451172 56.442 100.5000
12387.817383 56.434 99.5703
12388.183594 56.431 97.5762
12388.549805 56.293 94.9082
12388.916016 55.986 92.4941
12389.282227 55.604 91.1055
12389.648438 55.313 90.6914
12390.014648 55.212 90.2090
12390.380859 55.220 88.4609
12390.747070 55.151 85.1211
12391.113281 54.842 80.8242
12391.479492 54.233 76.7246
12391.845703 53.388 74.0703
12392.211914 52.502 73.6934
12392.578125 51.851 75.2109
12392.944336 51.586 76.8047
12393.310547 51.590 76.6289
12393.676758 51.627 74.1875
12394.042969 51.542 69.9980
12394.409180 51.293 64.7480
12394.775391 50.900 58.8672
12395.141602 50.390 52.4961
12395.507812 49.766 45.7031
12395.874023 49.012 38.7793
12396.240234 48.136 32.4453
12396.606445 47.246 27.7363
12396.972656 46.612 25.2344
12397.338867 46.550 23.7227
12397.705078 47.079 20.4102
12398.071289 47.850 13.6035
12398.437500 48.477 3.7227
12398.803711 48.725 -7.8164
12399.169922 48.484 -19.3809
12399.536133 47.739 -29.1367
12399.902344 46.646 -34.9102
12400.268555 45.703 -35.1699
12400.634766 45.610 -32.4004
12401.000977 46.355 -32.6152
12401.367188 47.233 -38.0586
12401.733398 47.758 -46.8711
12402.099609 47.805 -56.4023
12402.465820 47.478 -64.1797
12402.832031 47.112 -68.3184
12403.198242 47.228 -69.1465
12403.564453 48.079 -70.1328
12403.930664 49.318 -74.2832
12404.296875 50.469 -81.4824
12404.663086 51.278 -90.1211
12405.029297 51.679 -98.5801
12405.395508 51.713 -105.5332
12405.761719 51.497 -109.9902
12406.127930 51.226 -111.4766
12406.494141 51.123 -110.3887
12406.860352 51.335 -108.0430
12407.226562 51.848 -106.0176
12407.592773 52.526 -105.3535
12407.958984 53.200 -106.3496
12408.325195 53.727 -108.7168
12408.691406 54.013 -111.7676
12409.057617 54.035 -114.5547
12409.423828 53.866 -116.0938
12409.790039 53.692 -115.8574
12410.156250 53.731 -114.4609
12410.522461 54.050 -113.5723
12410.888672 54.485 -114.4629
12411.254883 54.808 -117.0547
12411.621094 54.892 -120.2988
12411.987305 54.754 -122.9336
12412.353516 54.538 -124.1133
12412.719727 54.445 -123.9922
12413.085938 54.570 -123.7246
12413.452148 54.824 -124.4004
12413.818359 55.036 -126.0801
12414.184570 55.116 -127.9941
12414.550781 55.098 -129.2852
12414.916992 55.106 -129.6836
12415.283203 55.238 -129.7539
12415.649414 55.468 -130.3457
12416.015625 55.678 -131.7598
12416.381836 55.770 -133.5625
12416.748047 55.737 -135.0391
12417.114258 55.658 -135.7598
12417.480469 55.623 -135.9043
12417.846680 55.652 -136.0254
12418.212891 55.680 -136.4004
12418.579102 55.647 -136.6738
12418.945312 55.591 -136.2285
12419.311523 55.647 -134.9395
12419.677734 55.926 -133.6777
12420.043945 56.376 -133.6953
12420.410156 56.808 -135.4648
12420.776367 57.053 -138.4043
12421.142578 57.050 -141.3828
12421.508789 56.867 -143.3047
12421.875000 56.672 -143.6660
12422.241211 56.639 -142.9844
12422.607422 56.806 -142.4492
12422.973633 57.056 -142.8301
12423.339844 57.257 -143.9375
12423.706055 57.371 -145.0996
12424.072266 57.459 -145.8594
12424.438477 57.601 -146.3926
12424.804688 57.803 -147.2930
12425.170898 57.979 -148.8906
12425.537109 58.028 -150.8516
12425.903320 57.924 -152.3438
12426.269531 57.764 -152.5938
12426.635742 57.729 -151.6133
12427.001953 57.939 -150.5215
12427.368164 58.322 -150.7012
12427.734375 58.676 -152.5957
12428.100586 58.834 -155.6016
12428.466797 58.736 -158.6562
12428.833008 58.436 -160.7520
12429.199219 58.069 -161.3535
12429.565430 57.785 -160.6934
12429.931641 57.651 -159.5801
12430.297852 57.622 -158.6836
12430.664062 57.630 -158.0977
12431.030273 57.655 -157.6211
12431.396484 57.726 -157.2617
12431.762695 57.850 -157.3535
12432.128906 57.972 -158.1992
12432.495117 58.012 -159.6836
12432.861328 57.932 -161.3027
12433.227539 57.770 -162.5391
12433.593750 57.610 -163.3027
12433.959961 57.507 -164.0508
12434.326172 57.414 -165.3203
12434.692383 57.221 -167.0586
12435.058594 56.860 -168.4414
12435.424805 56.408 -168.3262
12435.791016 56.112 -166.3262
12436.157227 56.205 -163.9062
12436.523438 56.610 -163.4375
12436.889648 56.982 -165.8047
12437.255859 57.016 -169.9785
12437.622070 56.575 -173.9473
12437.988281 55.739 -175.2559
12438.354492 54.913 -171.9082
12438.720703 54.763 -165.2539
12439.086914 55.421 -160.6133
12439.453125 56.268 -160.8477
12439.819336 56.772 -164.6309
12440.185547 56.745 -169.5527
12440.551758 56.217 -173.4160
12440.917969 55.388 -174.4805
12441.284180 54.614 -172.1914
12441.650391 54.219 -168.1523
12442.016602 54.163 -164.9297
12442.382812 54.143 -163.3262
12442.749023 53.965 -162.2266
12443.115234 53.682 -160.1895
12443.481445 53.515 -156.8418
12443.847656 53.629 -153.3711
12444.213867 53.949 -151.2910
12444.580078 54.268 -150.9473
12444.946289 54.450 -151.6055
12445.312500 54.495 -152.3613
12445.678711 54.483 -152.7656
12446.044922 54.484 -152.9512
12446.411133 54.503 -153.2637
12446.777344 54.492 -153.7500
12447.143555 54.422 -154.0684
12447.509766 54.331 -153.8203
12447.875977 54.297 -153.0098
12448.242188 54.361 -152.1309
12448.608398 54.478 -151.6895
12448.974609 54.554 -151.6719
12449.340820 54.543 -151.5703
12449.707031 54.489 -150.8496
12450.073242 54.492 -149.5098
12450.439453 54.604 -148.1855
12450.805664 54.765 -147.5625
12451.171875 54.851 -147.6797
12451.538086 54.782 -147.8984
12451.904297 54.586 -147.3848
12452.270508 54.383 -145.7285
12452.636719 54.303 -143.3320
12453.002930 54.367 -141.0664
12453.369141 54.493 -139.4141
12453.735352 54.609 -138.1816
12454.101562 54.730 -137.0234
12454.467773 54.912 -136.0625
12454.833984 55.158 -135.8984
12455.200195 55.363 -136.9609
12455.566406 55.392 -138.9688
12455.932617 55.164 -140.9824
12456.298828 54.716 -141.8027
12456.665039 54.221 -140.6055
12457.031250 53.916 -137.7207
12457.397461 53.902 -134.6621
12457.763672 54.049 -132.6836
12458.129883 54.167 -131.7012
12458.496094 54.190 -130.8320
12458.862305 54.188 -129.4141
12459.228516 54.268 -127.6016
12459.594727 54.446 -126.0781
12459.960938 54.632 -125.1875
12460.327148 54.743 -124.5332
12460.693359 54.797 -123.4258
12461.059570 54.904 -121.6230
12461.425781 55.160 -119.7148
12461.791992 55.537 -118.5996
12462.158203 55.906 -118.6172
12462.524414 56.159 -119.3398
12462.890625 56.278 -120.0469
12463.256836 56.322 -120.2480
12463.623047 56.371 -119.9434
12463.989258 56.457 -119.4648
12464.355469 56.556 -119.0371
12464.721680 56.638 -118.5391
12465.087891 56.721 -117.7109
12465.454102 56.860 -116.5430
12465.820312 57.090 -115.3887
12466.186523 57.387 -114.6484
12466.552734 57.694 -114.3926
12466.918945 57.981 -114.3867
12467.285156 58.272 -114.4395
12467.651367 58.603 -114.7070
12468.017578 58.965 -115.5996
12468.383789 59.285 -117.3652
12468.750000 59.472 -119.8047
12469.116211 59.471 -122.3066
12469.482422 59.301 -124.1211
12469.848633 59.056 -124.6953
12470.214844 58.868 -124.0410
12470.581055 58.828 -122.7969
12470.947266 58.921 -121.7480
12471.313477 59.063 -121.2207
12471.679688 59.188 -121.0117
12472.045898 59.291 -120.7637
12472.412109 59.411 -120.3496
12472.778320 59.578 -119.9492
12473.144531 59.779 -119.8535
12473.510742 59.967 -120.1406
12473.876953 60.097 -120.5938
12474.243164 60.168 -120.8223
12474.609375 60.228 -120.5254
12474.975586 60.349 -119.7422
12475.341797 60.584 -118.9219
12475.708008 60.914 -118.6719
12476.074219 61.255 -119.3457
12476.440430 61.507 -120.8262
12476.806641 61.606 -122.5801
12477.172852 61.550 -123.8926
12477.539062 61.415 -124.1602
12477.905273 61.333 -123.2617
12478.271484 61.417 -121.8047
12478.637695 61.670 -120.7812
12479.003906 61.987 -120.7949
12479.370117 62.245 -121.7363
12479.736328 62.385 -123.0391
12480.102539 62.423 -124.1387
12480.468750 62.421 -124.7852
12480.834961 62.434 -125.1055
12481.201172 62.471 -125.3770
12481.567383 62.503 -125.6875
12481.933594 62.516 -125.8496
12482.299805 62.542 -125.6426
12482.666016 62.645 -125.1758
12483.032227 62.853 -124.9590
12483.398438 63.113 -125.5215
12483.764648 63.323 -126.9414
12484.130859 63.403 -128.7617
12484.497070 63.342 -130.2656
12484.863281 63.214 -130.8633
12485.229492 63.140 -130.5156
12485.595703 63.205 -129.8262
12485.961914 63.384 -129.5820
12486.328125 63.574 -130.0742
12486.694336 63.691 -130.9551
12487.060547 63.729 -131.6074
12487.426758 63.764 -131.6582
12487.792969 63.888 -131.3203
12488.159180 64.131 -131.2773
12488.525391 64.421 -132.0898
12488.891602 64.651 -133.7480
12489.257812 64.753 -135.7422
12489.624023 64.734 -137.4180
12489.990234 64.671 -138.3711
12490.356445 64.660 -138.7207
12490.722656 64.740 -139.0293
12491.088867 64.865 -139.8145
12491.455078 64.949 -141.1055
12491.821289 64.935 -142.4531
12492.187500 64.845 -143.2539
12492.553711 64.768 -143.2168
12492.919922 64.806 -142.6504
12493.286133 64.981 -142.3105
12493.652344 65.219 -142.7676
12494.018555 65.413 -143.9902
12494.384766 65.502 -145.4805
12494.750977 65.503 -146.6641
12495.117188 65.487 -147.2734
12495.483398 65.528 -147.5059
12495.849609 65.641 -147.8516
12496.215820 65.779 -148.6484
12496.582031 65.880 -149.8457
12496.948242 65.916 -151.1250
12497.314453 65.909 -152.1816
12497.680664 65.902 -152.9727
12498.046875 65.922 -153.7090
12498.413086 65.954 -154.6172
12498.779297 65.960 -155.7109
12499.145508 65.921 -156.7656
12499.511719 65.858 -157.5195
12499.877930 65.820 -157.9336
12500.244141 65.844 -158.2734
12500.610352 65.920 -158.9062
12500.976562 65.998 -159.9961
12501.342773 66.028 -161.3926
12501.708984 65.999 -162.7734
12502.075195 65.937 -163.8926
12502.441406 65.886 -164.7461
12502.807617 65.864 -165.5469
12503.173828 65.855 -166.4902
12503.540039 65.825 -167.5703
12503.906250 65.756 -168.5781
12504.272461 65.669 -169.2988
12504.638672 65.601 -169.7031
12505.004883 65.580 -169.9980
12505.371094 65.597 -170.4473
12505.737305 65.615 -171.1523
12506.103516 65.605 -171.9785
12506.469727 65.566 -172.7109
12506.835938 65.527 -173.2402
12507.202148 65.517 -173.6836
12507.568359 65.538 -174.2832
12507.934570 65.558 -175.2070
12508.300781 65.535 -176.3984
12508.666992 65.446 -177.6055
12509.033203 65.299 -178.5254
12509.399414 65.134 -178.9648
12509.765625 65.003 -178.9414
12510.131836 64.944 -178.6992
12510.498047 64.963 -178.5996
12510.864258 65.032 -178.9453
12511.230469 65.099 -179.8594
12511.596680 65.114 178.7559
12511.962891 65.041 177.1758
12512.329102 64.878 175.7695
12512.695312 64.656 174.8633
12513.061523 64.436 174.5859
12513.427734 64.277 174.7578
12513.793945 64.205 174.9727
12514.160156 64.193 174.8496
12514.526367 64.190 174.2578
12514.892578 64.152 173.3145
12515.258789 64.063 172.2324
12515.625000 63.927 171.1953
12515.991211 63.754 170.3027
12516.357422 63.553 169.6367
12516.723633 63.341 169.2969
12517.089844 63.147 169.3438
12517.456055 63.012 169.6680
12517.822266 62.961 169.9336
12518.188477 62.967 169.7324
12518.554688 62.963 168.8770
12518.920898 62.874 167.5645
12519.287109 62.663 166.2910
12519.653320 62.350 165.6367
12520.019531 62.016 165.9883
12520.385742 61.770 167.2676
12520.751953 61.685 168.8867
12521.118164 61.755 170.0605
12521.484375 61.897 170.2695
12521.850586 62.007 169.4492
12522.216797 62.002 167.8984
12522.583008 61.836 166.1250
12522.949219 61.504 164.7500
12523.315430 61.061 164.3770
12523.681641 60.618 165.3262
12524.047852 60.311 167.2949
12524.414062 60.202 169.3555
12524.780273 60.222 170.6270
12525.146484 60.238 170.9375
12525.512695 60.161 170.8164
12525.878906 60.000 170.9785
12526.245117 59.849 171.7773
12526.611328 59.805 172.8828
12526.977539 59.877 173.5508
12527.343750 59.973 173.3223
12527.709961 59.984 172.4062
12528.076172 59.865 171.4746
12528.442383 59.655 171.1992
12528.808594 59.459 171.8262
12529.174805 59.366 172.9863
12529.541016 59.387 174.0078
12529.907227 59.447 174.4805
12530.273438 59.464 174.5098
12530.639648 59.396 174.5137
12531.005859 59.257 174.9199
12531.372070 59.093 175.9707
12531.738281 58.956 177.6914
12532.104492 58.896 179.9258
12532.470703 58.948 -177.6445
12532.836914 59.117 -175.4570
12533.203125 59.368 -173.9336
12533.569336 59.633 -173.2773
12533.935547 59.848 -173.3867
12534.301758 59.977 -173.9785
12534.667969 60.015 -174.7715
12535.034180 59.976 -175.5957
12535.400391 59.867 -176.3711
12535.766602 59.688 -176.9668
12536.132812 59.447 -177.1133
12536.499023 59.196 -176.5156
12536.865234 59.029 -175.1660
12537.231445 59.024 -173.6016
12537.597656 59.170 -172.6211
12537.963867 59.365 -172.6406
12538.330078 59.506 -173.4141
12538.696289 59.562 -174.3066
12539.062500 59.586 -174.8320
12539.428711 59.665 -175.0488
12539.794922 59.832 -175.5312
12540.161133 60.014 -176.7969
12540.527344 60.094 -178.7695
12540.893555 59.995 179.2363
12541.259766 59.734 178.1484
12541.625977 59.438 178.6055
12541.992188 59.283 -179.6387
12542.358398 59.352 -177.7344
12542.724609 59.553 -176.7715
12543.090820 59.720 -176.9004
12543.457031 59.747 -177.4785
12543.823242 59.639 -177.6895
12544.189453 59.487 -177.0664
12544.555664 59.393 -175.7695
12544.921875 59.402 -174.3965
12545.288086 59.472 -173.4668
12545.654297 59.533 -173.0645
12546.020508 59.540 -172.9375
12546.386719 59.495 -172.7773
12546.752930 59.429 -172.4141
12547.119141 59.377 -171.8730
12547.485352 59.359 -171.3145
12547.851562 59.370 -170.9277
12548.217773 59.386 -170.8184
12548.583984 59.376 -170.9199
12548.950195 59.323 -170.9805
12549.316406 59.252 -170.6855
12549.682617 59.227 -169.9297
12550.048828 59.314 -169.0508
12550.415039 59.512 -168.6934
12550.781250 59.736 -169.3145
12551.147461 59.868 -170.7871
12551.513672 59.835 -172.4531
12551.879883 59.654 -173.4668
12552.246094 59.433 -173.2539
12552.612305 59.319 -171.9746
12552.978516 59.384 -170.5215
12553.344727 59.563 -169.7617
12553.710938 59.728 -169.8281
12554.077148 59.802 -170.2090
12554.443359 59.799 -170.2969
12554.809570 59.795 -169.8867
12555.175781 59.849 -169.2910
12555.541992 59.946 -168.9648
12555.908203 60.020 -169.0195
12556.274414 60.029 -169.1387
12556.640625 59.997 -168.9082
12557.006836 59.997 -168.2734
12557.373047 60.082 -167.6855
12557.739258 60.219 -167.7422
12558.105469 60.311 -168.6523
12558.471680 60.268 -170.0566
12558.837891 60.063 -171.2656
12559.204102 59.748 -171.6035
12559.570312 59.443 -170.8008
12559.936523 59.266 -169.2246
12560.302734 59.258 -167.6914
12560.668945 59.362 -166.8770
12561.035156 59.481 -166.9316
12561.401367 59.550 -167.5820
12561.767578 59.553 -168.4336
12562.133789 59.510 -169.1875
12562.500000 59.458 -169.7422
12562.866211 59.425 -170.1641
12563.232422 59.417 -170.5859
12563.598633 59.422 -171.0898
12563.964844 59.420 -171.6406
12564.331055 59.405 -172.1055
12564.697266 59.384 -172.3574
12565.063477 59.377 -172.3633
12565.429688 59.401 -172.2148
12565.795898 59.450 -172.0625
12566.162109 59.501 -171.9883
12566.528320 59.529 -171.9277
12566.894531 59.524 -171.7109
12567.260742 59.499 -171.1699
12567.626953 59.485 -170.2617
12567.993164 59.514 -169.1250
12568.359375 59.594 -168.0234
12568.725586 59.704 -167.2051
12569.091797 59.806 -166.7852
12569.458008 59.859 -166.6855
12569.824219 59.837 -166.6660
12570.190430 59.746 -166.4102
12570.556641 59.625 -165.6504
12570.922852 59.542 -164.3457
12571.289062 59.562 -162.7969
12571.655273 59.705 -161.5684
12572.021484 59.926 -161.1855
12572.387695 60.141 -161.8652
12572.753906 60.264 -163.4453
12573.120117 60.234 -165.4844
12573.486328 60.029 -167.3633
12573.852539 59.676 -168.3770
12574.218750 59.271 -167.9023
12574.584961 58.978 -165.7988
12574.951172 58.957 -162.8281
12575.317383 59.228 -160.3945
12575.683594 59.647 -159.4844
12576.049805 60.027 -160.0488
12576.416016 60.264 -161.3320
12576.782227 60.361 -162.4512
12577.148438 60.407 -162.8945
12577.514648 60.514 -162.8145
12577.880859 60.723 -162.9043
12578.247070 60.969 -163.7930
12578.613281 61.139 -165.5254
12578.979492 61.152 -167.5996
12579.345703 61.003 -169.3086
12579.711914 60.758 -170.1113
12580.078125 60.522 -169.9004
12580.444336 60.372 -169.0508
12580.810547 60.324 -168.1133
12581.176758 60.340 -167.4316
12581.542969 60.376 -167.0684
12581.909180 60.408 -166.9609
12582.275391 60.422 -167.0410
12582.641602 60.403 -167.2129
12583.007812 60.347 -167.2930
12583.374023 60.277 -167.1035
12583.740234 60.233 -166.6719
12584.106445 60.235 -166.2949
12584.472656 60.244 -166.2832
12584.838867 60.185 -166.5703
12585.205078 60.010 -166.5762
12585.571289 59.772 -165.5176
12585.937500 59.633 -163.1133
12586.303711 59.756 -160.2324
12586.669922 60.124 -158.4219
12587.036133 60.539 -158.4980
12587.402344 60.797 -160.0254
12587.768555 60.814 -161.8867
12588.134766 60.637 -162.9590
12588.500977 60.417 -162.6660
12588.867188 60.319 -161.3574
12589.233398 60.397 -160.0566
12589.599609 60.571 -159.5254
12589.965820 60.728 -159.7598
12590.332031 60.821 -160.3184
12590.698242 60.874 -160.8750
12591.064453 60.917 -161.4648
12591.430664 60.939 -162.2715
12591.796875 60.891 -163.2480
12592.163086 60.743 -163.9688
12592.529297 60.535 -163.8750
12592.895508 60.378 -162.7852
12593.261719 60.375 -161.2500
12593.627930 60.516 -160.2070
12593.994141 60.682 -160.1445
12594.360352 60.748 -160.7285
12594.726562 60.681 -161.1562
12595.092773 60.557 -160.7637
12595.458984 60.507 -159.5605
12595.825195 60.612 -158.3066
12596.191406 60.823 -157.8730
12596.557617 61.012 -158.5020
12596.923828 61.085 -159.7598
12597.290039 61.025 -160.9668
12597.656250 60.895 -161.6348
12598.022461 60.782 -161.7441
12598.388672 60.737 -161.6777
12598.754883 60.749 -161.8711
12599.121094 60.766 -162.4707
12599.487305 60.748 -163.3145
12599.853516 60.692 -164.1582
12600.219727 60.615 -164.8613
12600.585938 60.531 -165.4141
12600.952148 60.441 -165.8125
12601.318359 60.340 -165.9512
12601.684570 60.246 -165.6680
12602.050781 60.199 -164.9102
12602.416992 60.239 -163.8730
12602.783203 60.375 -162.9277
12603.149414 60.571 -162.3789
12603.515625 60.775 -162.3066
12603.881836 60.946 -162.5879
12604.248047 61.064 -163.0488
12604.614258 61.121 -163.5293
12604.980469 61.113 -163.8750
12605.346680 61.043 -163.8750
12605.712891 60.940 -163.2910
12606.079102 60.863 -162.0156
12606.445312 60.885 -160.2891
12606.811523 61.038 -158.7109
12607.177734 61.277 -157.8926
12607.543945 61.504 -158.0605
12607.910156 61.633 -158.9629
12608.276367 61.622 -160.0664
12608.642578 61.493 -160.8145
12609.008789 61.314 -160.8633
12609.375000 61.170 -160.2656
12609.741211 61.113 -159.4414
12610.107422 61.130 -158.8789
12610.473633 61.158 -158.7754
12610.839844 61.139 -158.9180
12611.206055 61.067 -158.8535
12611.572266 60.994 -158.2148
12611.938477 61.010 -157.0645
12612.304688 61.169 -155.9668
12612.670898 61.433 -155.6074
12613.037109 61.695 -156.2422
12613.403320 61.852 -157.5430
12613.769531 61.867 -158.8242
12614.135742 61.781 -159.4199
12614.501953 61.696 -159.0566
12614.868164 61.708 -158.0664
12615.234375 61.835 -157.1230
12615.600586 62.011 -156.6562
12615.966797 62.159 -156.5586
12616.333008 62.258 -156.4102
12616.699219 62.353 -155.9434
12617.065430 62.502 -155.3164
12617.431641 62.713 -154.9824
12617.797852 62.928 -155.2539
12618.164062 63.074 -156.0117
12618.530273 63.121 -156.8125
12618.896484 63.097 -157.2246
12619.262695 63.071 -157.1113
12619.628906 63.099 -156.7246
12619.995117 63.184 -156.4531
12620.361328 63.287 -156.4805
12620.727539 63.375 -156.7090
12621.093750 63.451 -156.9316
12621.459961 63.542 -157.0957
12621.826172 63.671 -157.3672
12622.192383 63.825 -157.9688
12622.558594 63.964 -158.9727
12622.924805 64.055 -160.2246
12623.291016 64.088 -161.4609
12623.657227 64.082 -162.4648
12624.023438 64.064 -163.1621
12624.389648 64.057 -163.5898
12624.755859 64.068 -163.7988
12625.122070 64.108 -163.8105
12625.488281 64.191 -163.6719
12625.854492 64.336 -163.5410
12626.220703 64.539 -163.6953
12626.586914 64.767 -164.3770
12626.953125 64.966 -165.6465
12627.319336 65.086 -167.3398
12627.685547 65.101 -169.1367
12628.051758 65.016 -170.6914
12628.417969 64.863 -171.7402
12628.784180 64.691 -172.1758
12629.150391 64.545 -172.0742
12629.516602 64.459 -171.6484
12629.882812 64.443 -171.1699
12630.249023 64.488 -170.8945
12630.615234 64.568 -170.9961
12630.981445 64.647 -171.5430
12631.347656 64.689 -172.4629
12631.713867 64.670 -173.5547
12632.080078 64.588 -174.5410
12632.446289 64.466 -175.1738
12632.812500 64.352 -175.3594
12633.178711 64.290 -175.2441
12633.544922 64.293 -175.1309
12633.911133 64.340 -175.2891
12634.277344 64.388 -175.7676
12634.643555 64.410 -176.4219
12635.009766 64.404 -177.0547
12635.375977 64.390 -177.5801
12635.742188 64.385 -178.0898
12636.108398 64.380 -178.7207
12636.474609 64.344 -179.4883
12636.840820 64.254 179.8027
12637.207031 64.120 179.4590
12637.573242 63.995 179.6582
12637.939453 63.943 -179.7695
12638.305664 63.987 -179.3125
12638.671875 64.086 -179.4297
12639.038086 64.159 179.7930
12639.404297 64.144 178.6797
12639.770508 64.035 177.7461
12640.136719 63.883 177.3828
12640.502930 63.767 177.6055
12640.869141 63.742 178.0254
12641.235352 63.793 178.1602
12641.601562 63.862 177.8105
12641.967773 63.895 177.1504
12642.333984 63.884 176.5039
12642.700195 63.862 176.0605
12643.066406 63.863 175.7285
12643.432617 63.886 175.2637
12643.798828 63.894 174.5605
